notice_id,title,source_id,source_url,source_reference,region,format_name,notice_type,published_at,effective_at,status,summary,payload_json,updated_at
bandai-opcg-restriction-update-effective-2026-04-01,"Banned/Restricted changes effective April 1, 2026 (announced March 16, 2026)",official,https://en.onepiece-cardgame.com/rules/restriction/,Details: https://en.onepiece-cardgame.com/topics/029.php,,standard,banlist,2026-03-16,2026-04-01,upcoming,"Per March 16, 2026 English restriction page: OP06-047 Charlotte Pudding added as banned effective April 1, 2026; OP07-045, EB01-059, ST06-015, OP02-024, OP03-098, OP02-117 unbanned effective April 1, 2026.",{},2026-03-27T04:56:37Z
