card_variant_id,card_variants_card_id,card_canonical_code,card_card_code,card_name,card_rarity,card_source,candidate_market_product_pk,candidate_market_product_external_id,candidate_product_name,candidate_clean_name,candidate_ext_number,candidate_rarity,candidate_subtype,candidate_source_name,match_confidence,match_score,match_reasons,needs_manual_review,derived_number_key,derived_set_key,pool_size,scored_candidates,cv_variant_key,cv_variant_label,cv_source,cv_print_id,cv_image_path,cv_image_url,cv_release_set_code,cv_is_base,cv_official_provenance
1779,545,OP03-058,,Iceburg,L,,2001,498296,Iceburg,Iceburg,OP03-058,L,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-058,OP03,2,2,parallel_1,Parallel 1,official-cardlist,OP03-058_p1,OP03/parallel/OP03-058_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-058_p1.png?260305,OP03,0,
1784,547,OP03-060,,Kalifa,UC,,3393,593309,Kalifa (Jolly Roger Foil),Kalifa Jolly Roger Foil,OP03-060,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-060,PRB01,4,4,parallel_2,Parallel 2,official-cardlist,OP03-060_p2,PRB01/parallel/OP03-060_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-060_p2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1785,547,OP03-060,,Kalifa,UC,,3393,593309,Kalifa (Jolly Roger Foil),Kalifa Jolly Roger Foil,OP03-060,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-060,PRB01,4,4,parallel_3,Parallel 3,official-cardlist,OP03-060_p3,PRB01/parallel/OP03-060_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-060_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1787,547,OP03-060,,Kalifa,UC,,3393,593309,Kalifa (Jolly Roger Foil),Kalifa Jolly Roger Foil,OP03-060,UC,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP03-060,PRB01,4,4,r1,R1,official-cardlist,OP03-060_r1,PRB01/reprint/OP03-060_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-060_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1800,553,OP03-066,,Paulie,SR,,2023,499400,Paulie (Alternate Art),Paulie Alternate Art,OP03-066,SR,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-066,OP03,2,2,alt,Alt,local-catalog,OP03-066::alt,thumbs/OP03-066_Alt.webp,,OP03,0,
1801,553,OP03-066,,Paulie,SR,,2022,499399,Paulie,Paulie,OP03-066,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-066,OP03,2,2,parallel_1,Parallel 1,official-cardlist,OP03-066_p1,OP03/parallel/OP03-066_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-066_p1.png?260305,OP03,0,
1816,559,OP03-072,,Gum-Gum Jet Gatling,R,,4823,656018,Gum-Gum Jet Gatling (Reprint),Gum Gum Jet Gatling Reprint,OP03-072,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-072,PRB02,3,3,parallel_1,Parallel 1,official-cardlist,OP03-072_p1,PRB02/parallel/OP03-072_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-072_p1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
1818,559,OP03-072,,Gum-Gum Jet Gatling,R,,4823,656018,Gum-Gum Jet Gatling (Reprint),Gum Gum Jet Gatling Reprint,OP03-072,R,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP03-072,PRB02,3,3,r1,R1,official-cardlist,OP03-072_r1,PRB02/reprint/OP03-072_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-072_r1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
1827,563,OP03-076,,Rob Lucci,L,,2008,498486,Rob Lucci (076) (Alternate Art),Rob Lucci 076 Alternate Art,OP03-076,L,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-076,OP03,2,2,alt,Alt,local-catalog,OP03-076::alt,thumbs/OP03-076_Alt.webp,,OP03,0,
1828,563,OP03-076,,Rob Lucci,L,,2007,498485,Rob Lucci (076),Rob Lucci 076,OP03-076,L,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-076,OP03,2,2,parallel_1,Parallel 1,official-cardlist,OP03-076_p1,OP03/parallel/OP03-076_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-076_p1.png?260305,OP03,0,
1831,564,OP03-077,,Charlotte Linlin,L,,2004,498482,Charlotte Linlin (077) (Alternate Art),Charlotte Linlin 077 Alternate Art,OP03-077,L,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-077,OP03,2,2,alt,Alt,local-catalog,OP03-077::alt,thumbs/OP03-077_Alt.webp,,OP03,0,
1832,564,OP03-077,,Charlotte Linlin,L,,2003,498481,Charlotte Linlin (077),Charlotte Linlin 077,OP03-077,L,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-077,OP03,2,2,parallel_1,Parallel 1,official-cardlist,OP03-077_p1,OP03/parallel/OP03-077_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-077_p1.png?260305,OP03,0,
1835,565,OP03-078,,Issho,SP CARD,,2025,499498,Issho (Alternate Art),Issho Alternate Art,OP03-078,SR,,tcgcsv,medium,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-078,OP03,3,3,alt,Alt,local-catalog,OP03-078::alt,thumbs/OP03-078alt.webp,,OP03,0,
1836,565,OP03-078,,Issho,SP CARD,,2024,499497,Issho,Issho,OP03-078,SR,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-078,OP03,3,3,parallel_1,Parallel 1,official-cardlist,OP03-078_p1,OP03/parallel/OP03-078_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-078_p1.png?260305,OP03,0,
1838,565,OP03-078,,Issho,SP CARD,,2024,499497,Issho,Issho,OP03-078,SR,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,1,OP03-078,OP03,3,3,sp,S P,local-catalog,OP03-078::s p,thumbs/OP03-078SP.webp,,OP03,0,
1841,566,OP03-079,,Vergo,UC,,3395,593311,Vergo (Jolly Roger Foil),Vergo Jolly Roger Foil,OP03-079,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-079,PRB01,5,5,parallel_3,Parallel 3,official-cardlist,OP03-079_p3,PRB01/parallel/OP03-079_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-079_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1842,566,OP03-079,,Vergo,UC,,3395,593311,Vergo (Jolly Roger Foil),Vergo Jolly Roger Foil,OP03-079,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-079,PRB01,5,5,parallel_4,Parallel 4,official-cardlist,OP03-079_p4,PRB01/parallel/OP03-079_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-079_p4.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1845,566,OP03-079,,Vergo,UC,,3395,593311,Vergo (Jolly Roger Foil),Vergo Jolly Roger Foil,OP03-079,UC,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP03-079,PRB01,5,5,r2,R2,official-cardlist,OP03-079_r2,PRB01/reprint/OP03-079_r2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-079_r2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1848,567,OP03-080,,Kaku,SR,,2091,500018,Kaku (080) (Alternate Art),Kaku 080 Alternate Art,OP03-080,SR,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-080,OP03,2,2,alt,Alt,local-catalog,OP03-080::alt,thumbs/OP03-080_Alt.webp,,OP03,0,
1849,567,OP03-080,,Kaku,SR,,2090,500017,Kaku (080),Kaku 080,OP03-080,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-080,OP03,2,2,parallel_1,Parallel 1,official-cardlist,OP03-080_p1,OP03/parallel/OP03-080_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-080_p1.png?260305,OP03,0,
1852,568,OP03-081,,Kalifa,R,,2093,500020,Kalifa (081) (Alternate Art),Kalifa 081 Alternate Art,OP03-081,R,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-081,OP03,4,4,alt,Alt,local-catalog,OP03-081::alt,thumbs/OP03-081_Alt.webp,,OP03,0,
1853,568,OP03-081,,Kalifa,R,,2093,500020,Kalifa (081) (Alternate Art),Kalifa 081 Alternate Art,OP03-081,R,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-081,OP03,4,4,alt,Alt Art 2,local-catalog,OP03-081::alt art 2,thumbs/OP03-081alt2.webp,,OP03,0,
1854,568,OP03-081,,Kalifa,R,,2092,500019,Kalifa (081),Kalifa 081,OP03-081,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-081,OP03,4,4,parallel_1,Parallel 1,official-cardlist,OP03-081_p1,OP03/parallel/OP03-081_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-081_p1.png?260305,OP03,0,
1865,573,OP03-086,,Spandam,R,,2099,500033,Spandam (Alternate Art),Spandam Alternate Art,OP03-086,R,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-086,OP03,8,8,alt,Alt,local-catalog,OP03-086::alt,thumbs/OP03-086 (Alt).webp,,OP03,0,
1866,573,OP03-086,,Spandam,R,,2098,500030,Spandam,Spandam,OP03-086,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-086,OP03,8,8,parallel_1,Parallel 1,official-cardlist,OP03-086_p1,OP03/parallel/OP03-086_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-086_p1.png?260305,OP03,0,
1880,576,OP03-089,,Brannew,R,,3317,586718,Brannew (Jolly Roger Foil),Brannew Jolly Roger Foil,OP03-089,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-089,PRB01,12,12,parallel_4,Parallel 4,official-cardlist,OP03-089_p4,PRB01/parallel/OP03-089_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-089_p4.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1881,576,OP03-089,,Brannew,R,,3317,586718,Brannew (Jolly Roger Foil),Brannew Jolly Roger Foil,OP03-089,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-089,PRB01,12,12,parallel_5,Parallel 5,official-cardlist,OP03-089_p5,PRB01/parallel/OP03-089_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-089_p5.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1882,576,OP03-089,,Brannew,R,,3317,586718,Brannew (Jolly Roger Foil),Brannew Jolly Roger Foil,OP03-089,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-089,PRB01,12,12,parallel_6,Parallel 6,official-cardlist,OP03-089_p6,PRB01/parallel/OP03-089_p6.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-089_p6.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1886,576,OP03-089,,Brannew,R,,3317,586718,Brannew (Jolly Roger Foil),Brannew Jolly Roger Foil,OP03-089,R,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP03-089,PRB01,12,12,r2,R2,official-cardlist,OP03-089_r2,PRB01/reprint/OP03-089_r2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-089_r2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1893,579,OP03-092,,Rob Lucci,SP CARD,,2106,500041,Rob Lucci (092) (Alternate Art),Rob Lucci 092 Alternate Art,OP03-092,SR,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-092,OP03,3,3,alt,Alt,local-catalog,OP03-092::alt,thumbs/OP03-092_Alt.webp,,OP03,0,
1894,579,OP03-092,,Rob Lucci,SP CARD,,2106,500041,Rob Lucci (092) (Alternate Art),Rob Lucci 092 Alternate Art,OP03-092,SR,,tcgcsv,medium,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-092,OP03,3,3,alt,Alt Art 2,local-catalog,OP03-092::alt art 2,thumbs/OP03-092alt2.webp,,OP03,0,
1895,579,OP03-092,,Rob Lucci,SP CARD,,2105,500040,Rob Lucci (092),Rob Lucci 092,OP03-092,SR,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-092,OP03,3,3,parallel_1,Parallel 1,official-cardlist,OP03-092_p1,OP03/parallel/OP03-092_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-092_p1.png?260305,OP03,0,
1901,581,OP03-094,,Air Door,UC,,3398,593316,Air Door (Jolly Roger Foil),Air Door Jolly Roger Foil,OP03-094,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-094,PRB01,3,3,parallel_2,Parallel 2,official-cardlist,OP03-094_p2,PRB01/parallel/OP03-094_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-094_p2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1902,581,OP03-094,,Air Door,UC,,3398,593316,Air Door (Jolly Roger Foil),Air Door Jolly Roger Foil,OP03-094,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-094,PRB01,3,3,parallel_3,Parallel 3,official-cardlist,OP03-094_p3,PRB01/parallel/OP03-094_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-094_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1903,581,OP03-094,,Air Door,UC,,3398,593316,Air Door (Jolly Roger Foil),Air Door Jolly Roger Foil,OP03-094,UC,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP03-094,PRB01,3,3,r1,R1,official-cardlist,OP03-094_r1,PRB01/reprint/OP03-094_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-094_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1915,586,OP03-099,,Charlotte Katakuri,L,,2006,498484,Charlotte Katakuri (099) (Alternate Art),Charlotte Katakuri 099 Alternate Art,OP03-099,L,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-099,OP03,3,3,alt,Alt,local-catalog,OP03-099::alt,thumbs/OP03-099 (Alt).webp,,OP03,0,
1916,586,OP03-099,,Charlotte Katakuri,L,,2005,498483,Charlotte Katakuri (099),Charlotte Katakuri 099,OP03-099,L,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-099,OP03,3,3,parallel_1,Parallel 1,official-cardlist,OP03-099_p1,OP03/parallel/OP03-099_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-099_p1.png?260305,OP03,0,
1918,586,OP03-099,,Charlotte Katakuri,L,,2006,498484,Charlotte Katakuri (099) (Alternate Art),Charlotte Katakuri 099 Alternate Art,OP03-099,L,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-099,OP03,3,3,alt,St20 Alt,local-catalog,OP03-099::st20 alt,thumbs/OP03-099(ST20 alt).webp,,OP03,0,
1943,595,OP03-108,,Charlotte Cracker,SR,,2121,500079,Charlotte Cracker (Alternate Art),Charlotte Cracker Alternate Art,OP03-108,SR,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-108,OP03,4,4,alt,Alt,local-catalog,OP03-108::alt,thumbs/OP03-108 (Alt).webp,,OP03,0,
1944,595,OP03-108,,Charlotte Cracker,SR,,2120,500077,Charlotte Cracker,Charlotte Cracker,OP03-108,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-108,OP03,4,4,parallel_1,Parallel 1,official-cardlist,OP03-108_p1,OP03/parallel/OP03-108_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-108_p1.png?260305,OP03,0,
1945,595,OP03-108,,Charlotte Cracker,SR,,3301,586594,Charlotte Cracker (Alternate Art),Charlotte Cracker Alternate Art,OP03-108,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-108,PRB01,4,4,parallel_3,Parallel 3,official-cardlist,OP03-108_p3,PRB01/parallel/OP03-108_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-108_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1946,595,OP03-108,,Charlotte Cracker,SR,,2121,500079,Charlotte Cracker (Alternate Art),Charlotte Cracker Alternate Art,OP03-108,SR,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-108,OP03,4,4,alt,Prb01Alt,local-catalog,OP03-108::prb01alt,thumbs/OP03-108(PRB01alt).webp,,OP03,0,
1947,595,OP03-108,,Charlotte Cracker,SR,,3301,586594,Charlotte Cracker (Alternate Art),Charlotte Cracker Alternate Art,OP03-108,SR,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP03-108,PRB01,4,4,r1,R1,official-cardlist,OP03-108_r1,PRB01/reprint/OP03-108_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-108_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1952,597,OP03-110,,Charlotte Smoothie,R,,3302,586595,Charlotte Smoothie (Jolly Roger Foil),Charlotte Smoothie Jolly Roger Foil,OP03-110,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-110,PRB01,6,6,parallel_3,Parallel 3,official-cardlist,OP03-110_p3,PRB01/parallel/OP03-110_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-110_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1953,597,OP03-110,,Charlotte Smoothie,R,,3302,586595,Charlotte Smoothie (Jolly Roger Foil),Charlotte Smoothie Jolly Roger Foil,OP03-110,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-110,PRB01,6,6,parallel_4,Parallel 4,official-cardlist,OP03-110_p4,PRB01/parallel/OP03-110_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-110_p4.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1954,597,OP03-110,,Charlotte Smoothie,R,,3302,586595,Charlotte Smoothie (Jolly Roger Foil),Charlotte Smoothie Jolly Roger Foil,OP03-110,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-110,PRB01,6,6,parallel_5,Parallel 5,official-cardlist,OP03-110_p5,PRB01/parallel/OP03-110_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-110_p5.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1958,597,OP03-110,,Charlotte Smoothie,R,,3302,586595,Charlotte Smoothie (Jolly Roger Foil),Charlotte Smoothie Jolly Roger Foil,OP03-110,R,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP03-110,PRB01,6,6,r2,R2,official-cardlist,OP03-110_r2,PRB01/reprint/OP03-110_r2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-110_r2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
1963,599,OP03-112,,Charlotte Pudding,SP CARD,,2126,500086,Charlotte Pudding (Alternate Art),Charlotte Pudding Alternate Art,OP03-112,R,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-112,OP03,9,9,alt,Alt,local-catalog,OP03-112::alt,thumbs/OP03-112_Alt.webp,,OP03,0,
1964,599,OP03-112,,Charlotte Pudding,SP CARD,,2126,500086,Charlotte Pudding (Alternate Art),Charlotte Pudding Alternate Art,OP03-112,R,,tcgcsv,medium,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-112,OP03,9,9,alt,Alt Art 3,local-catalog,OP03-112::alt art 3,thumbs/OP03-112alt3.webp,,OP03,0,
1965,599,OP03-112,,Charlotte Pudding,SP CARD,,2126,500086,Charlotte Pudding (Alternate Art),Charlotte Pudding Alternate Art,OP03-112,R,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP03-112,OP03,9,9,alt,Cn Alt,local-catalog,OP03-112::cn alt,thumbs/OP03-112(CN)alt.webp,,OP03,0,
1966,599,OP03-112,,Charlotte Pudding,SP CARD,,2125,500085,Charlotte Pudding,Charlotte Pudding,OP03-112,R,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-112,OP03,9,9,parallel_1,Parallel 1,official-cardlist,OP03-112_p1,OP03/parallel/OP03-112_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-112_p1.png?260305,OP03,0,
1967,599,OP03-112,,Charlotte Pudding,SP CARD,,2125,500085,Charlotte Pudding,Charlotte Pudding,OP03-112,R,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-112,OP03,9,9,parallel_2,Parallel 2,official-cardlist,OP03-112_p2,_unclassified/parallel/OP03-112_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-112_p2.png?260305,OP03,0,Regional 2024 wave2
1968,599,OP03-112,,Charlotte Pudding,SP CARD,,2125,500085,Charlotte Pudding,Charlotte Pudding,OP03-112,R,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-112,OP03,9,9,parallel_3,Parallel 3,official-cardlist,OP03-112_p3,TP2024OD/parallel/OP03-112_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-112_p3.png?260305,OP03,0,Tournament Pack 2024 Oct.-Dec.
1970,599,OP03-112,,Charlotte Pudding,SP CARD,,2125,500085,Charlotte Pudding,Charlotte Pudding,OP03-112,R,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP03-112,OP03,9,9,parallel_6,Parallel 6,official-cardlist,OP03-112_p6,CS2526CP/parallel/OP03-112_p6.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-112_p6.png?260305,OP03,0,CS 25-26 Celebration Pack
