card_variant_id,card_variants_card_id,card_canonical_code,card_card_code,card_name,card_rarity,card_source,candidate_market_product_pk,candidate_market_product_external_id,candidate_product_name,candidate_clean_name,candidate_ext_number,candidate_rarity,candidate_subtype,candidate_source_name,match_confidence,match_score,match_reasons,needs_manual_review,derived_number_key,derived_set_key,pool_size,scored_candidates,cv_variant_key,cv_variant_label,cv_source,cv_print_id,cv_image_path,cv_image_url,cv_release_set_code,cv_is_base,cv_official_provenance
90,23,EB01-023,,Edward Weevil,R,EB01,5111,670645,Edward Weevil - EB01-023 (SP),Edward Weevil EB01 023 SP,EB01-023,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,EB01-023,OP14,4,4,parallel_1,Parallel 1,official-cardlist,EB01-023_p1,EB04/parallel/EB01-023_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-023_p1.png?260305,OP14,0,-THE AZURE SEA’S SEVEN- [OP14-EB04]
91,23,EB01-023,,Edward Weevil,R,EB01,2739,544553,Edward Weevil,Edward Weevil,EB01-023,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,EB01-023,EB01,4,4,parallel_2,Parallel 2,official-cardlist,EB01-023_p2,SWBS01/parallel/EB01-023_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-023_p2.png?260305,EB01,0,Seven Warlords of the Sea Binder Set
92,23,EB01-023,,Edward Weevil,R,EB01,2739,544553,Edward Weevil,Edward Weevil,EB01-023,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,EB01-023,EB01,4,4,sp,SP,local-catalog,EB01-023::sp,thumbs/EB01-023(SP).webp,,EB01,0,
137,40,EB01-040,,Kyros,L,,3909,629088,Kyros (SP),Kyros SP,EB01-040,L,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,EB01-040,EB02,3,3,parallel_2,Parallel 2,official-cardlist,EB01-040_p2,EB02/parallel/EB01-040_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040_p2.png?260305,EB02,0,-Anime 25th Collection- [EB-02]
144,43,EB01-043,,Spandine,R,,2763,544577,Spandine,Spandine,EB01-043,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,EB01-043,EB01,7,7,promo,2Nd Anniversary Alt,local-catalog,EB01-043::2nd anniversary alt,thumbs/EB01-043(2nd anniversary alt).webp,,EB01,0,
145,43,EB01-043,,Spandine,R,,2763,544577,Spandine,Spandine,EB01-043,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,EB01-043,EB01,7,7,alt,Alt,local-catalog,EB01-043::alt,thumbs/EB01-043alt.webp,,EB01,0,
146,43,EB01-043,,Spandine,R,,2763,544577,Spandine,Spandine,EB01-043,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,EB01-043,EB01,7,7,parallel_1,Parallel 1,official-cardlist,EB01-043_p1,ORP2025V1/parallel/EB01-043_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p1.png?260305,EB01,0,Offline Regional Participation Pack 2025 Vol.1
147,43,EB01-043,,Spandine,R,,2763,544577,Spandine,Spandine,EB01-043,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,EB01-043,EB01,7,7,parallel_2,Parallel 2,official-cardlist,EB01-043_p2,ORFC2526S1/parallel/EB01-043_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p2.png?260305,EB01,0,Offline Regional Finalist Card Set 25-26 Season 1
148,43,EB01-043,,Spandine,R,,2763,544577,Spandine,Spandine,EB01-043,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,EB01-043,EB01,7,7,parallel_3,Parallel 3,official-cardlist,EB01-043_p3,_unclassified/parallel/EB01-043_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p3.png?260305,EB01,0,Offline Regional Champion Card Set 25-26 Season 1
149,43,EB01-043,,Spandine,R,,2763,544577,Spandine,Spandine,EB01-043,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,EB01-043,EB01,7,7,parallel_4,Parallel 4,official-cardlist,EB01-043_p4,_unclassified/parallel/EB01-043_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p4.png?260305,EB01,0,Online Regional Participation Pack 25-26 Season 1
