card_variant_id,card_variants_card_id,card_canonical_code,card_card_code,card_name,card_rarity,card_source,candidate_market_product_pk,candidate_market_product_external_id,candidate_product_name,candidate_clean_name,candidate_ext_number,candidate_rarity,candidate_subtype,candidate_source_name,match_confidence,match_score,match_reasons,needs_manual_review,derived_number_key,derived_set_key,pool_size,scored_candidates,cv_variant_key,cv_variant_label,cv_source,cv_print_id,cv_image_path,cv_image_url,cv_release_set_code,cv_is_base,cv_official_provenance
2420,733,OP05-004,,Emporio.Ivankov,UC,,2424,528533,Emporio.Ivankov,EmporioIvankov,OP05-004,UC,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-004,OP05,5,5,parallel_2,Parallel 2,official-cardlist,OP05-004_p2,BCV3/parallel/OP05-004_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-004_p2.png?260305,OP05,0,Premium Card Collection -Best Selection Vol.3-
2424,734,OP05-005,,Karasu,R,,2425,528536,Karasu,Karasu,OP05-005,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-005,OP05,2,2,alt,Alt,local-catalog,OP05-005::alt,thumbs/OP05-005alt.webp,,OP05,0,
2449,739,OP05-010,,Nico Robin,UC,,2428,528539,Nico Robin,Nico Robin,OP05-010,UC,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-010,OP05,5,5,alt,Prb01Alt,local-catalog,OP05-010::prb01alt,thumbs/OP05-010(PRB01alt).webp,,OP05,0,
2453,740,OP05-011,,Bartholomew Kuma,C,,2429,528540,Bartholomew Kuma,Bartholomew Kuma,OP05-011,C,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-011,OP05,2,2,parallel_1,Parallel 1,official-cardlist,OP05-011_p1,SWBS01/parallel/OP05-011_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-011_p1.png?260305,OP05,0,Seven Warlords of the Sea Binder Set
2477,748,OP05-019,,Fire Fist,R,,2437,528551,Fire Fist,Fire Fist,OP05-019,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-019,OP05,2,2,alt,Alt,local-catalog,OP05-019::alt,thumbs/OP05-019alt.webp,,OP05,0,
2488,751,OP05-022,,Donquixote Rosinante,L,,3991,629170,Donquixote Rosinante (SP),Donquixote Rosinante SP,OP05-022,L,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-022,EB02,3,3,parallel_2,Parallel 2,official-cardlist,OP05-022_p2,EB02/parallel/OP05-022_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-022_p2.png?260305,EB02,0,-Anime 25th Collection- [EB-02]
2505,759,OP05-030,,Donquixote Rosinante,R,,2448,528574,Donquixote Rosinante (030),Donquixote Rosinante 030,OP05-030,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-030,OP05,5,5,promo,2Nd Anniversary Alt,local-catalog,OP05-030::2nd anniversary alt,thumbs/OP05-030(2nd Anniversary alt).webp,,OP05,0,
2507,759,OP05-030,,Donquixote Rosinante,R,,2448,528574,Donquixote Rosinante (030),Donquixote Rosinante 030,OP05-030,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-030,OP05,5,5,parallel_2,Parallel 2,official-cardlist,OP05-030_p2,ANN2JP/parallel/OP05-030_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-030_p2.png?260305,OP05,0,Japanese 2nd Anniversary Set
2508,759,OP05-030,,Donquixote Rosinante,R,,2448,528574,Donquixote Rosinante (030),Donquixote Rosinante 030,OP05-030,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-030,OP05,5,5,alt,Prb02,local-catalog,OP05-030::prb02,thumbs/OP05-030(PRB02).webp,,OP05,0,
2531,765,OP05-036,,Monet,UC,,2454,528581,Monet,Monet,OP05-036,UC,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-036,OP05,6,6,alt,Alt,local-catalog,OP05-036::alt,thumbs/OP05-036alt.webp,,OP05,0,
2532,765,OP05-036,,Monet,UC,,2454,528581,Monet,Monet,OP05-036,UC,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-036,OP05,6,6,parallel_1,Parallel 1,official-cardlist,OP05-036_p1,EP03/parallel/OP05-036_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-036_p1.png?260305,OP05,0,Event Pack Vol.3
2537,766,OP05-037,,Because the Side of Justice Will Be Whichever Side Wins!!,R,,2455,528582,Because the Side of Justice Will Be Whichever Side Wins!!,Because the Side of Justice Will Be Whichever Side Wins,OP05-037,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-037,OP05,4,4,parallel_1,Parallel 1,official-cardlist,OP05-037_p1,TP2025V4/parallel/OP05-037_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-037_p1.png?260305,OP05,0,Tournament Pack 2025 Vol. 4
2538,766,OP05-037,,Because the Side of Justice Will Be Whichever Side Wins!!,R,,2455,528582,Because the Side of Justice Will Be Whichever Side Wins!!,Because the Side of Justice Will Be Whichever Side Wins,OP05-037,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-037,OP05,4,4,parallel_2,Parallel 2,official-cardlist,OP05-037_p2,_unclassified/parallel/OP05-037_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-037_p2.png?260305,OP05,0,Winner Pack 2025 Vol. 4
2539,766,OP05-037,,Because the Side of Justice Will Be Whichever Side Wins!!,R,,4870,656067,Because the Side of Justice Will Be Whichever Side Wins!! (Reprint),Because the Side of Justice Will Be Whichever Side Wins Reprint,OP05-037,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-037,PRB02,4,4,r1,R1,official-cardlist,OP05-037_r1,PRB02/reprint/OP05-037_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-037_r1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2578,780,OP05-051,,Borsalino,SP CARD,,2699,541669,Borsalino (SP),Borsalino SP,OP05-051,SR,,tcgcsv,high,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-051,OP06,3,3,parallel_2,Parallel 2,official-cardlist,OP05-051_p2,OP06/parallel/OP05-051_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-051_p2.png?260305,OP06,0,-WINGS OF THE CAPTAIN-[OP06]
2598,786,OP05-057,,Hound Blaze,R,,2473,528613,Hound Blaze,Hound Blaze,OP05-057,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-057,OP05,4,4,alt,Prb01Alt,local-catalog,OP05-057::prb01alt,thumbs/OP05-057(PRB01alt).webp,,OP05,0,
2609,789,OP05-060,,Monkey.D.Luffy,L,,3204,581021,Monkey.D.Luffy (OP05-060),MonkeyDLuffy OP05 060,OP05-060,L,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-060,ST18,6,6,parallel_3,Parallel 3,official-cardlist,OP05-060_p3,ST18/parallel/OP05-060_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-060_p3.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2610,789,OP05-060,,Monkey.D.Luffy,L,,3992,629171,Monkey.D.Luffy (SP),MonkeyDLuffy SP,OP05-060,L,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-060,EB02,6,6,parallel_4,Parallel 4,official-cardlist,OP05-060_p4,EB02/parallel/OP05-060_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-060_p4.png?260305,EB02,0,-Anime 25th Collection- [EB-02]
2616,790,OP05-061,,Uso-Hachi,UC,,3205,581022,Uso-Hachi (OP05-061),Uso Hachi OP05 061,OP05-061,UC,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-061,ST18,2,2,r1,R1,official-cardlist,OP05-061_r1,ST18/reprint/OP05-061_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-061_r1.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2621,792,OP05-063,,O-Robi,C,,3206,581023,O-Robi,O Robi,OP05-063,C,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-063,ST18,2,2,r1,R1,official-cardlist,OP05-063_r1,ST18/reprint/OP05-063_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-063_r1.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2626,794,OP05-065,,San-Gorou,C,,4238,634310,San-Gorou (Reprint),San Gorou Reprint,OP05-065,C,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-065,ST26,2,2,r1,R1,official-cardlist,OP05-065_r1,ST26/reprint/OP05-065_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-065_r1.png?260305,ST26,0,-PURPLE/BLACK Monkey.D.Luffy- [ST-26]
2629,795,OP05-066,,Jinbe,C,,3207,581024,Jinbe,Jinbe,OP05-066,C,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-066,ST18,3,3,r1,R1,official-cardlist,OP05-066_r1,ST18/reprint/OP05-066_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-066_r1.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2630,795,OP05-066,,Jinbe,C,,4239,634311,Jinbe (Reprint),Jinbe Reprint,OP05-066,C,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-066,ST26,3,3,r2,R2,official-cardlist,OP05-066_r2,ST26/reprint/OP05-066_r2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-066_r2.png?260305,ST26,0,-PURPLE/BLACK Monkey.D.Luffy- [ST-26]
2637,796,OP05-067,,Zoro-Juurou,SP CARD,,3585,596913,Zoro-Juurou (SP),Zoro Juurou SP,OP05-067,R,,tcgcsv,high,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-067,OP09,8,8,parallel_4,Parallel 4,official-cardlist,OP05-067_p4,OP09/parallel/OP05-067_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-067_p4.png?260305,OP09,0,-EMPERORS IN THE NEW WORLD- [OP-09]
2640,796,OP05-067,,Zoro-Juurou,SP CARD,,3208,581025,Zoro-Juurou (OP05-067),Zoro Juurou OP05 067,OP05-067,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;card_name_substring_product;source_tcgcsv,0,OP05-067,ST18,8,8,r1,R1,official-cardlist,OP05-067_r1,ST18/reprint/OP05-067_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-067_r1.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2644,797,OP05-068,,Chopa-Emon,C,,3209,581026,Chopa-Emon,Chopa Emon,OP05-068,C,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-068,ST18,2,2,r1,R1,official-cardlist,OP05-068_r1,ST18/reprint/OP05-068_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-068_r1.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2651,798,OP05-069,,Trafalgar Law,SR,,3370,587959,Trafalgar Law (OP05-069) (Manga),Trafalgar Law OP05 069 Manga,OP05-069,SR,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-069,PRB01,4,4,r1,R1,official-cardlist,OP05-069_r1,PRB01/reprint/OP05-069_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-069_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2654,799,OP05-070,,Fra-Nosuke,UC,,3210,581027,Fra-Nosuke,Fra Nosuke,OP05-070,UC,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-070,ST18,4,4,r1,R1,official-cardlist,OP05-070_r1,ST18/reprint/OP05-070_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-070_r1.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2655,799,OP05-070,,Fra-Nosuke,UC,,4240,634312,Fra-Nosuke (Reprint),Fra Nosuke Reprint,OP05-070,UC,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-070,ST26,4,4,r2,R2,official-cardlist,OP05-070_r2,ST26/reprint/OP05-070_r2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-070_r2.png?260305,ST26,0,-PURPLE/BLACK Monkey.D.Luffy- [ST-26]
2660,801,OP05-072,,Hone-Kichi,C,,3211,581028,Hone-Kichi,Hone Kichi,OP05-072,C,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-072,ST18,2,2,r1,R1,official-cardlist,OP05-072_r1,ST18/reprint/OP05-072_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-072_r1.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2672,803,OP05-074,,"Eustass""Captain""Kid",SR,,2961,545926,"Eustass""Captain""Kid (SP)",EustassCaptainKid SP,OP05-074,SR,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-074,OP07,7,7,parallel_3,Parallel 3,official-cardlist,OP05-074_p3,OP07/parallel/OP05-074_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-074_p3.png?260305,OP07,0,-500 YEARS IN THE FUTURE- [OP-07]
2682,805,OP05-076,,When You're at Sea You Fight against Pirates!!,R,,3212,581029,When You're at Sea You Fight against Pirates!!,When Youre at Sea You Fight against Pirates,OP05-076,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-076,ST18,5,5,parallel_1,Parallel 1,official-cardlist,OP05-076_p1,ST18/parallel/OP05-076_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-076_p1.png?260305,ST18,0,-Purple Monkey.D.Luffy- [ST-18]
2683,805,OP05-076,,When You're at Sea You Fight against Pirates!!,R,,2491,528636,When You're at Sea You Fight against Pirates!!,When Youre at Sea You Fight against Pirates,OP05-076,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-076,OP05,5,5,parallel_2,Parallel 2,official-cardlist,OP05-076_p2,_unclassified/parallel/OP05-076_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-076_p2.png?260305,OP05,0,Pirates League Store Qualifier
2684,805,OP05-076,,When You're at Sea You Fight against Pirates!!,R,,2491,528636,When You're at Sea You Fight against Pirates!!,When Youre at Sea You Fight against Pirates,OP05-076,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-076,OP05,5,5,parallel_3,Parallel 3,official-cardlist,OP05-076_p3,_unclassified/parallel/OP05-076_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-076_p3.png?260305,OP05,0,Pirates League Store Qualifier
2685,805,OP05-076,,When You're at Sea You Fight against Pirates!!,R,,2491,528636,When You're at Sea You Fight against Pirates!!,When Youre at Sea You Fight against Pirates,OP05-076,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-076,OP05,5,5,parallel_4,Parallel 4,official-cardlist,OP05-076_p4,_unclassified/parallel/OP05-076_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-076_p4.png?260305,OP05,0,Pirates League Three Captains Battle & Support Crew Battle
2701,810,OP05-081,,One-Legged Toy Soldier,UC,,2496,528641,One-Legged Toy Soldier,One Legged Toy Soldier,OP05-081,UC,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-081,OP05,5,5,alt,Prb01Alt,local-catalog,OP05-081::prb01alt,thumbs/OP05-081(PRB01alt).webp,,OP05,0,
2708,811,OP05-082,,Shirahoshi,R,,2497,528642,Shirahoshi,Shirahoshi,OP05-082,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-082,OP05,5,5,alt,Prb01Alt2,local-catalog,OP05-082::prb01alt2,thumbs/OP05-082(PRB01alt2).webp,,OP05,0,
2718,815,OP05-086,,Nefeltari Vivi,R,,2501,528647,Nefeltari Vivi,Nefeltari Vivi,OP05-086,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-086,OP05,3,3,alt,Alt,local-catalog,OP05-086::alt,thumbs/OP05-086alt.webp,,OP05,0,
2719,815,OP05-086,,Nefeltari Vivi,R,,2501,528647,Nefeltari Vivi,Nefeltari Vivi,OP05-086,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-086,OP05,3,3,parallel_1,Parallel 1,official-cardlist,OP05-086_p1,REG2024W3/parallel/OP05-086_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-086_p1.png?260305,OP05,0,Regionals Wave 3
2736,820,OP05-091,,Rebecca,SR,,2700,541670,Rebecca (SP),Rebecca SP,OP05-091,SR,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-091,OP06,6,6,parallel_2,Parallel 2,official-cardlist,OP05-091_p2,OP06/parallel/OP05-091_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-091_p2.png?260305,OP06,0,-WINGS OF THE CAPTAIN-[OP06]
2749,822,OP05-093,,Rob Lucci,SP CARD,,3586,596914,Rob Lucci (SP),Rob Lucci SP,OP05-093,SR,,tcgcsv,high,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-093,OP09,4,4,parallel_2,Parallel 2,official-cardlist,OP05-093_p2,OP09/parallel/OP05-093_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-093_p2.png?260305,OP09,0,-EMPERORS IN THE NEW WORLD- [OP-09]
2761,826,OP05-097,,Mary Geoise,C,,2509,528659,Mary Geoise,Mary Geoise,OP05-097,C,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-097,OP05,5,5,alt,Prb02,local-catalog,OP05-097::prb02,thumbs/OP05-097(PRB02).webp,,OP05,0,
2768,827,OP05-098,,Enel,L,,3993,629172,Enel (SP),Enel SP,OP05-098,L,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-098,EB02,4,4,parallel_2,Parallel 2,official-cardlist,OP05-098_p2,EB02/parallel/OP05-098_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-098_p2.png?260305,EB02,0,-Anime 25th Collection- [EB-02]
2784,831,OP05-102,,Gedatsu,R,,4906,656107,Gedatsu (Reprint),Gedatsu Reprint,OP05-102,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-102,PRB02,8,8,r1,R1,official-cardlist,OP05-102_r1,PRB02/reprint/OP05-102_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-102_r1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2794,834,OP05-105,,Satori,R,,2516,528666,Satori,Satori,OP05-105,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-105,OP05,6,6,alt,Prb01Alt,local-catalog,OP05-105::prb01alt,thumbs/OP05-105(PRB01alt).webp,,OP05,0,
2798,835,OP05-106,,Shura,R,,2517,528667,Shura,Shura,OP05-106,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-106,OP05,4,4,alt,Alt,local-catalog,OP05-106::alt,thumbs/OP05-106alt.webp,,OP05,0,
2799,835,OP05-106,,Shura,R,,2517,528667,Shura,Shura,OP05-106,R,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-106,OP05,4,4,parallel_1,Parallel 1,official-cardlist,OP05-106_p1,TP07/parallel/OP05-106_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-106_p1.png?260305,OP05,0,Tournament Pack Vol.7
2800,835,OP05-106,,Shura,R,,2517,528667,Shura,Shura,OP05-106,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-106,OP05,4,4,alt,Winner Alt,local-catalog,OP05-106::winner alt,thumbs/OP05-106 Winner alt.webp,,OP05,0,
2817,843,OP05-114,,El Thor,UC,,2525,528676,El Thor,El Thor,OP05-114,UC,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-114,OP05,4,4,alt,Alt,local-catalog,OP05-114::alt,thumbs/OP05-114alt.webp,,OP05,0,
2826,844,OP05-115,,Two-Hundred Million Volts Amaru,R,,2526,528677,Two-Hundred Million Volts Amaru,Two Hundred Million Volts Amaru,OP05-115,R,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-115,OP05,4,4,alt,Prb01Alt,local-catalog,OP05-115::prb01alt,thumbs/OP05-115(PRB01alt).webp,,OP05,0,
2835,846,OP05-117,,Upper Yard,UC,,2528,528679,Upper Yard,Upper Yard,OP05-117,UC,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP05-117,OP05,4,4,alt,Prb01Alt,local-catalog,OP05-117::prb01alt,thumbs/OP05-117(PRB01alt).webp,,OP05,0,
2851,848,OP05-119,,Monkey.D.Luffy,SEC,,3587,596915,Monkey.D.Luffy (Wanted Poster),MonkeyDLuffy Wanted Poster,OP05-119,SEC,,tcgcsv,high,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,0,OP05-119,OP09,10,10,parallel_6,Parallel 6,official-cardlist,OP05-119_p6,OP09/parallel/OP05-119_p6.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-119_p6.png?260305,OP09,0,-EMPERORS IN THE NEW WORLD- [OP-09]
2867,849,OP06-001,,Uta,L,,3994,629173,Uta (SP),Uta SP,OP06-001,L,,tcgcsv,high,91,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;source_tcgcsv,0,OP06-001,EB02,3,3,parallel_2,Parallel 2,official-cardlist,OP06-001_p2,EB02/parallel/OP06-001_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-001_p2.png?260305,EB02,0,-Anime 25th Collection- [EB-02]
2874,851,OP06-003,,Emporio.Ivankov,UC,,2615,541567,Emporio.Ivankov,EmporioIvankov,OP06-003,UC,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP06-003,OP06,3,3,alt,Prb01Alt,local-catalog,OP06-003::prb01alt,thumbs/OP06-003(PRB01alt).webp,,OP06,0,
2911,864,OP06-016,,Raise Max,UC,,2623,541591,Raise Max,Raise Max,OP06-016,UC,,tcgcsv,high,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,0,OP06-016,OP06,2,2,alt,Alt,local-catalog,OP06-016::alt,thumbs/OP06-016(alt).webp,,OP06,0,
