card_variant_id,candidate_market_product_pk,has_price_via_overlay,notes,mpr_market_price,mpr_mid_price,mpr_low_price,mpr_high_price,mpr_direct_low_price,mpr_listed_median_price,captured_at,subtype_name,source_name,mpr_row_id
4802,3888,1,at_least_one_price_column_non_null,0.11,0.2,0.01,2.0,,,2026-04-02 03:06:19,Normal,tcgcsv,3715
4813,3893,1,at_least_one_price_column_non_null,39.17,43.0,36.78,1000.0,,,2026-04-02 03:06:19,Foil,tcgcsv,3720
4818,3895,1,at_least_one_price_column_non_null,32.25,35.25,27.0,100.0,,,2026-04-02 03:06:19,Foil,tcgcsv,3722
4819,3895,1,at_least_one_price_column_non_null,32.25,35.25,27.0,100.0,,,2026-04-02 03:06:19,Foil,tcgcsv,3722
4858,4032,1,at_least_one_price_column_non_null,0.13,0.15,0.01,1.58,,,2026-04-02 03:06:20,Normal,tcgcsv,3859
4903,4054,1,at_least_one_price_column_non_null,0.2,0.23,0.03,3.75,,,2026-04-02 03:06:20,Foil,tcgcsv,3881
4953,4077,1,at_least_one_price_column_non_null,0.1,0.15,0.01,10.0,,,2026-04-02 03:06:20,Foil,tcgcsv,3904
4954,4077,1,at_least_one_price_column_non_null,0.1,0.15,0.01,10.0,,,2026-04-02 03:06:20,Foil,tcgcsv,3904
4980,4624,1,at_least_one_price_column_non_null,41.55,56.73,37.98,347.99,,,2026-04-02 03:06:20,Foil,tcgcsv,4450
4981,4088,1,at_least_one_price_column_non_null,0.15,0.15,0.01,23.0,,,2026-04-02 03:06:20,Normal,tcgcsv,3915
4982,4088,1,at_least_one_price_column_non_null,0.15,0.15,0.01,23.0,,,2026-04-02 03:06:20,Normal,tcgcsv,3915
4987,4090,1,at_least_one_price_column_non_null,0.22,0.25,0.04,2.99,,,2026-04-02 03:06:20,Foil,tcgcsv,3917
4988,4090,1,at_least_one_price_column_non_null,0.22,0.25,0.04,2.99,,,2026-04-02 03:06:20,Foil,tcgcsv,3917
5001,4096,1,at_least_one_price_column_non_null,0.11,0.15,0.01,1.58,,,2026-04-02 03:06:20,Normal,tcgcsv,3923
5020,4104,1,at_least_one_price_column_non_null,0.17,0.2,0.02,2.0,,,2026-04-02 03:06:20,Foil,tcgcsv,3931
5083,4134,1,at_least_one_price_column_non_null,0.18,0.2,0.01,2.8,,,2026-04-02 03:06:20,Normal,tcgcsv,3961
5160,4292,1,at_least_one_price_column_non_null,0.09,0.17,0.01,7.08,,,2026-04-02 03:06:20,Foil,tcgcsv,4119
5161,4292,1,at_least_one_price_column_non_null,0.09,0.17,0.01,7.08,,,2026-04-02 03:06:20,Foil,tcgcsv,4119
5193,4307,1,at_least_one_price_column_non_null,0.17,0.25,0.01,25.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4134
5218,4316,1,at_least_one_price_column_non_null,0.19,0.24,0.1,2.83,,,2026-04-02 03:06:20,Normal,tcgcsv,4143
5219,4316,1,at_least_one_price_column_non_null,0.19,0.24,0.1,2.83,,,2026-04-02 03:06:20,Normal,tcgcsv,4143
5224,4318,1,at_least_one_price_column_non_null,0.17,0.2,0.02,6.26,,,2026-04-02 03:06:20,Foil,tcgcsv,4145
5225,4318,1,at_least_one_price_column_non_null,0.17,0.2,0.02,6.26,,,2026-04-02 03:06:20,Foil,tcgcsv,4145
5226,4318,1,at_least_one_price_column_non_null,0.17,0.2,0.02,6.26,,,2026-04-02 03:06:20,Foil,tcgcsv,4145
5233,5242,1,at_least_one_price_column_non_null,162.91,185.47,140.0,499.0,,,2026-04-02 03:06:21,Foil,tcgcsv,5100
5256,4329,1,at_least_one_price_column_non_null,0.11,0.12,0.01,8.11,,,2026-04-02 03:06:20,Normal,tcgcsv,4156
5266,4333,1,at_least_one_price_column_non_null,0.22,0.28,0.01,25.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4160
5267,4333,1,at_least_one_price_column_non_null,0.22,0.28,0.01,25.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4160
5298,4348,1,at_least_one_price_column_non_null,0.17,0.22,0.01,99.0,,,2026-04-02 03:06:20,Normal,tcgcsv,4175
5299,4348,1,at_least_one_price_column_non_null,0.17,0.22,0.01,99.0,,,2026-04-02 03:06:20,Normal,tcgcsv,4175
5329,4362,1,at_least_one_price_column_non_null,0.13,0.15,0.01,4.64,,,2026-04-02 03:06:20,Foil,tcgcsv,4189
5330,4362,1,at_least_one_price_column_non_null,0.13,0.15,0.01,4.64,,,2026-04-02 03:06:20,Foil,tcgcsv,4189
5355,4373,1,at_least_one_price_column_non_null,1.71,1.99,0.2,4.72,,,2026-04-02 03:06:20,Foil,tcgcsv,4200
5356,4373,1,at_least_one_price_column_non_null,1.71,1.99,0.2,4.72,,,2026-04-02 03:06:20,Foil,tcgcsv,4200
5375,4382,1,at_least_one_price_column_non_null,0.22,0.25,0.1,8.22,,,2026-04-02 03:06:20,Foil,tcgcsv,4209
5376,4382,1,at_least_one_price_column_non_null,0.22,0.25,0.1,8.22,,,2026-04-02 03:06:20,Foil,tcgcsv,4209
5403,4395,1,at_least_one_price_column_non_null,0.14,0.2,0.01,2.83,,,2026-04-02 03:06:20,Foil,tcgcsv,4222
5412,4399,1,at_least_one_price_column_non_null,0.12,0.16,0.01,1.58,,,2026-04-02 03:06:20,Normal,tcgcsv,4226
5413,4399,1,at_least_one_price_column_non_null,0.12,0.16,0.01,1.58,,,2026-04-02 03:06:20,Normal,tcgcsv,4226
5428,4405,1,at_least_one_price_column_non_null,0.12,0.19,0.06,1.49,,,2026-04-02 03:06:20,Normal,tcgcsv,4232
5429,4405,1,at_least_one_price_column_non_null,0.12,0.19,0.06,1.49,,,2026-04-02 03:06:20,Normal,tcgcsv,4232
5448,4414,1,at_least_one_price_column_non_null,0.1,0.15,0.01,5.0,,,2026-04-02 03:06:20,Normal,tcgcsv,4241
5449,4414,1,at_least_one_price_column_non_null,0.1,0.15,0.01,5.0,,,2026-04-02 03:06:20,Normal,tcgcsv,4241
5457,5114,1,at_least_one_price_column_non_null,33.67,39.0,30.54,134.64,,,2026-04-02 03:06:21,Foil,tcgcsv,4972
5468,4421,1,at_least_one_price_column_non_null,0.3,0.34,0.01,14.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4248
5469,4421,1,at_least_one_price_column_non_null,0.3,0.34,0.01,14.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4248
5470,4421,1,at_least_one_price_column_non_null,0.3,0.34,0.01,14.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4248
5471,4421,1,at_least_one_price_column_non_null,0.3,0.34,0.01,14.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4248
5474,4422,1,at_least_one_price_column_non_null,0.13,0.15,0.01,1.58,,,2026-04-02 03:06:20,Normal,tcgcsv,4249
5530,4469,1,at_least_one_price_column_non_null,0.19,0.25,0.01,2.99,,,2026-04-02 03:06:20,Foil,tcgcsv,4296
5547,4477,1,at_least_one_price_column_non_null,0.16,0.18,0.01,2.74,,,2026-04-02 03:06:20,Foil,tcgcsv,4304
5596,4501,1,at_least_one_price_column_non_null,0.23,0.25,0.01,25.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4328
5637,4521,1,at_least_one_price_column_non_null,0.12,0.19,0.01,4.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4348
5650,4527,1,at_least_one_price_column_non_null,0.15,0.16,0.01,1.58,,,2026-04-02 03:06:20,Normal,tcgcsv,4354
5651,4527,1,at_least_one_price_column_non_null,0.15,0.16,0.01,1.58,,,2026-04-02 03:06:20,Normal,tcgcsv,4354
5698,4551,1,at_least_one_price_column_non_null,548.98,532.51,440.54,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4378
5699,4551,1,at_least_one_price_column_non_null,548.98,532.51,440.54,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4378
5710,4557,1,at_least_one_price_column_non_null,521.35,547.42,490.0,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4384
5711,4557,1,at_least_one_price_column_non_null,521.35,547.42,490.0,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4384
5716,4560,1,at_least_one_price_column_non_null,497.48,439.99,385.0,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4387
5717,4560,1,at_least_one_price_column_non_null,497.48,439.99,385.0,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4387
5722,4562,1,at_least_one_price_column_non_null,0.43,0.5,0.25,3.06,,,2026-04-02 03:06:20,Normal,tcgcsv,4389
5723,4562,1,at_least_one_price_column_non_null,0.43,0.5,0.25,3.06,,,2026-04-02 03:06:20,Normal,tcgcsv,4389
5732,4567,1,at_least_one_price_column_non_null,467.73,480.74,402.25,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4394
5733,4567,1,at_least_one_price_column_non_null,467.73,480.74,402.25,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4394
5740,4571,1,at_least_one_price_column_non_null,520.26,548.16,503.77,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4398
5741,4571,1,at_least_one_price_column_non_null,520.26,548.16,503.77,2000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4398
5810,4606,1,at_least_one_price_column_non_null,73.12,100.0,67.99,1000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4433
5811,4606,1,at_least_one_price_column_non_null,73.12,100.0,67.99,1000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4433
5812,4606,1,at_least_one_price_column_non_null,73.12,100.0,67.99,1000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4433
5813,4606,1,at_least_one_price_column_non_null,73.12,100.0,67.99,1000.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4433
5821,4611,1,at_least_one_price_column_non_null,21.24,30.0,19.0,500.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4437
5822,4611,1,at_least_one_price_column_non_null,21.24,30.0,19.0,500.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4437
5823,4611,1,at_least_one_price_column_non_null,21.24,30.0,19.0,500.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4437
5824,4611,1,at_least_one_price_column_non_null,21.24,30.0,19.0,500.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4437
5832,4616,1,at_least_one_price_column_non_null,23.15,29.95,23.15,200.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4442
5833,4616,1,at_least_one_price_column_non_null,23.15,29.95,23.15,200.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4442
5834,4616,1,at_least_one_price_column_non_null,23.15,29.95,23.15,200.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4442
5835,4616,1,at_least_one_price_column_non_null,23.15,29.95,23.15,200.0,,,2026-04-02 03:06:20,Foil,tcgcsv,4442
5895,5152,1,at_least_one_price_column_non_null,0.37,0.5,0.15,9.95,,,2026-04-02 03:06:21,Foil,tcgcsv,5010
6100,5221,1,at_least_one_price_column_non_null,0.23,0.31,0.01,25.0,,,2026-04-02 03:06:21,Normal,tcgcsv,5079
6362,824,1,at_least_one_price_column_non_null,1.02,1.03,0.75,5.0,,,2026-04-02 03:06:17,Normal,tcgcsv,814
6370,3173,1,at_least_one_price_column_non_null,0.2,0.24,0.01,5.0,,,2026-04-02 03:06:19,Normal,tcgcsv,2975
6376,3195,1,at_least_one_price_column_non_null,0.26,0.27,0.02,5.0,,,2026-04-02 03:06:19,Normal,tcgcsv,2996
6397,3213,1,at_least_one_price_column_non_null,2.96,3.99,2.1,40.0,,,2026-04-02 03:06:19,Normal,tcgcsv,3012
6461,3178,1,at_least_one_price_column_non_null,1.85,2.0,0.99,20.0,,,2026-04-02 03:06:19,Normal,tcgcsv,2980
6592,1883,1,at_least_one_price_column_non_null,2.83,5.0,2.08,29.99,,,2026-04-02 03:06:17,Foil,tcgcsv,1716
6608,1830,1,at_least_one_price_column_non_null,0.43,0.6,0.1,85.0,,,2026-04-02 03:06:17,Normal,tcgcsv,1674
6611,1831,1,at_least_one_price_column_non_null,0.57,0.96,0.01,9999.0,,,2026-04-02 03:06:17,Normal,tcgcsv,1675
6614,1832,1,at_least_one_price_column_non_null,0.39,0.49,0.05,60.0,,,2026-04-02 03:06:17,Normal,tcgcsv,1676
6617,1833,1,at_least_one_price_column_non_null,0.31,0.39,0.1,70.0,,,2026-04-02 03:06:17,Normal,tcgcsv,1677
6620,1834,1,at_least_one_price_column_non_null,1.42,2.73,0.99,9999.0,,,2026-04-02 03:06:17,Normal,tcgcsv,1678
6623,1835,1,at_least_one_price_column_non_null,0.95,1.09,0.2,9999.0,,,2026-04-02 03:06:17,Normal,tcgcsv,1679
6624,1835,1,at_least_one_price_column_non_null,0.95,1.09,0.2,9999.0,,,2026-04-02 03:06:17,Normal,tcgcsv,1679
6690,5110,1,at_least_one_price_column_non_null,959.12,965.56,824.94,29999.0,,,2026-04-02 03:06:21,Foil,tcgcsv,4968
6743,628,1,at_least_one_price_column_non_null,32.9,34.98,15.89,120.99,,,2026-04-02 03:06:16,Foil,tcgcsv,630
6744,628,1,at_least_one_price_column_non_null,32.9,34.98,15.89,120.99,,,2026-04-02 03:06:16,Foil,tcgcsv,630
6747,629,1,at_least_one_price_column_non_null,0.11,0.2,0.02,3.5,,,2026-04-02 03:06:16,Normal,tcgcsv,631
6748,629,1,at_least_one_price_column_non_null,0.11,0.2,0.02,3.5,,,2026-04-02 03:06:16,Normal,tcgcsv,631
6749,629,1,at_least_one_price_column_non_null,0.11,0.2,0.02,3.5,,,2026-04-02 03:06:16,Normal,tcgcsv,631
6750,629,1,at_least_one_price_column_non_null,0.11,0.2,0.02,3.5,,,2026-04-02 03:06:16,Normal,tcgcsv,631
6751,629,1,at_least_one_price_column_non_null,0.11,0.2,0.02,3.5,,,2026-04-02 03:06:16,Normal,tcgcsv,631
6756,631,1,at_least_one_price_column_non_null,0.28,0.4,0.1,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,633
6757,631,1,at_least_one_price_column_non_null,0.28,0.4,0.1,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,633
6758,631,1,at_least_one_price_column_non_null,0.28,0.4,0.1,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,633
6759,631,1,at_least_one_price_column_non_null,0.28,0.4,0.1,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,633
6760,631,1,at_least_one_price_column_non_null,0.28,0.4,0.1,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,633
6763,632,1,at_least_one_price_column_non_null,0.13,0.2,0.01,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,634
6764,632,1,at_least_one_price_column_non_null,0.13,0.2,0.01,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,634
6765,632,1,at_least_one_price_column_non_null,0.13,0.2,0.01,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,634
6766,632,1,at_least_one_price_column_non_null,0.13,0.2,0.01,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,634
6769,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6770,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6771,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6772,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6773,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6774,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6775,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6776,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6777,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6778,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6779,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6783,633,1,at_least_one_price_column_non_null,0.2,0.25,0.08,5.0,,,2026-04-02 03:06:16,Normal,tcgcsv,635
6787,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6788,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6789,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6790,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6791,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6792,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6793,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6794,2694,1,at_least_one_price_column_non_null,219.13,214.0,152.63,500.0,,,2026-04-02 03:06:18,Foil,tcgcsv,2502
6795,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6796,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6797,634,1,at_least_one_price_column_non_null,1.5,1.85,0.65,28.7,,,2026-04-02 03:06:16,Normal,tcgcsv,636
6800,635,1,at_least_one_price_column_non_null,0.14,0.25,0.01,1.32,,,2026-04-02 03:06:16,Normal,tcgcsv,637
6801,635,1,at_least_one_price_column_non_null,0.14,0.25,0.01,1.32,,,2026-04-02 03:06:16,Normal,tcgcsv,637
6802,635,1,at_least_one_price_column_non_null,0.14,0.25,0.01,1.32,,,2026-04-02 03:06:16,Normal,tcgcsv,637
6803,635,1,at_least_one_price_column_non_null,0.14,0.25,0.01,1.32,,,2026-04-02 03:06:16,Normal,tcgcsv,637
6806,636,1,at_least_one_price_column_non_null,0.13,0.22,0.01,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,638
6807,636,1,at_least_one_price_column_non_null,0.13,0.22,0.01,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,638
6808,636,1,at_least_one_price_column_non_null,0.13,0.22,0.01,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,638
6811,637,1,at_least_one_price_column_non_null,0.13,0.2,0.04,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,639
6812,637,1,at_least_one_price_column_non_null,0.13,0.2,0.04,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,639
6813,637,1,at_least_one_price_column_non_null,0.13,0.2,0.04,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,639
6814,637,1,at_least_one_price_column_non_null,0.13,0.2,0.04,2.0,,,2026-04-02 03:06:16,Normal,tcgcsv,639
6817,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6818,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6819,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6820,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6821,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6822,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6823,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6824,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6826,638,1,at_least_one_price_column_non_null,0.37,0.5,0.1,19.0,,,2026-04-02 03:06:16,Normal,tcgcsv,640
6830,639,1,at_least_one_price_column_non_null,2.97,4.0,2.5,21.49,,,2026-04-02 03:06:16,Foil,tcgcsv,641
6831,639,1,at_least_one_price_column_non_null,2.97,4.0,2.5,21.49,,,2026-04-02 03:06:16,Foil,tcgcsv,641
6832,639,1,at_least_one_price_column_non_null,2.97,4.0,2.5,21.49,,,2026-04-02 03:06:16,Foil,tcgcsv,641
6833,639,1,at_least_one_price_column_non_null,2.97,4.0,2.5,21.49,,,2026-04-02 03:06:16,Foil,tcgcsv,641
6834,2144,1,at_least_one_price_column_non_null,436.78,402.5,300.0,1000.0,,,2026-04-02 03:06:17,Foil,tcgcsv,1958
6837,639,1,at_least_one_price_column_non_null,2.97,4.0,2.5,21.49,,,2026-04-02 03:06:16,Foil,tcgcsv,641
6838,639,1,at_least_one_price_column_non_null,2.97,4.0,2.5,21.49,,,2026-04-02 03:06:16,Foil,tcgcsv,641
6839,639,1,at_least_one_price_column_non_null,2.97,4.0,2.5,21.49,,,2026-04-02 03:06:16,Foil,tcgcsv,641
6840,639,1,at_least_one_price_column_non_null,2.97,4.0,2.5,21.49,,,2026-04-02 03:06:16,Foil,tcgcsv,641
6843,640,1,at_least_one_price_column_non_null,1.46,1.86,0.99,15.0,,,2026-04-02 03:06:16,Foil,tcgcsv,642
6845,640,1,at_least_one_price_column_non_null,1.46,1.86,0.99,15.0,,,2026-04-02 03:06:16,Foil,tcgcsv,642
6846,640,1,at_least_one_price_column_non_null,1.46,1.86,0.99,15.0,,,2026-04-02 03:06:16,Foil,tcgcsv,642
6847,640,1,at_least_one_price_column_non_null,1.46,1.86,0.99,15.0,,,2026-04-02 03:06:16,Foil,tcgcsv,642
6848,640,1,at_least_one_price_column_non_null,1.46,1.86,0.99,15.0,,,2026-04-02 03:06:16,Foil,tcgcsv,642
6849,640,1,at_least_one_price_column_non_null,1.46,1.86,0.99,15.0,,,2026-04-02 03:06:16,Foil,tcgcsv,642
6857,642,1,at_least_one_price_column_non_null,0.27,0.35,0.09,9.49,,,2026-04-02 03:06:16,Normal,tcgcsv,644
6858,642,1,at_least_one_price_column_non_null,0.27,0.35,0.09,9.49,,,2026-04-02 03:06:16,Normal,tcgcsv,644
6865,667,1,at_least_one_price_column_non_null,1.76,2.07,0.97,29.99,,,2026-04-02 03:06:17,Foil,tcgcsv,670
6872,670,1,at_least_one_price_column_non_null,0.1,0.15,0.01,7.0,,,2026-04-02 03:06:17,Normal,tcgcsv,673
6876,670,1,at_least_one_price_column_non_null,0.1,0.15,0.01,7.0,,,2026-04-02 03:06:17,Normal,tcgcsv,673
6884,673,1,at_least_one_price_column_non_null,1.03,1.25,0.8,5.97,,,2026-04-02 03:06:17,Normal,tcgcsv,676
6885,673,1,at_least_one_price_column_non_null,1.03,1.25,0.8,5.97,,,2026-04-02 03:06:17,Normal,tcgcsv,676
6886,3121,1,at_least_one_price_column_non_null,264.64,287.49,239.98,9999.0,,,2026-04-02 03:06:18,Foil,tcgcsv,2927
6889,673,1,at_least_one_price_column_non_null,1.03,1.25,0.8,5.97,,,2026-04-02 03:06:17,Normal,tcgcsv,676
6892,674,1,at_least_one_price_column_non_null,0.38,0.49,0.15,7.99,,,2026-04-02 03:06:17,Normal,tcgcsv,677
6893,674,1,at_least_one_price_column_non_null,0.38,0.49,0.15,7.99,,,2026-04-02 03:06:17,Normal,tcgcsv,677
6898,676,1,at_least_one_price_column_non_null,0.27,0.32,0.17,7.0,,,2026-04-02 03:06:17,Normal,tcgcsv,679
6905,679,1,at_least_one_price_column_non_null,1.46,1.6,0.9,11.45,,,2026-04-02 03:06:17,Foil,tcgcsv,682
6906,679,1,at_least_one_price_column_non_null,1.46,1.6,0.9,11.45,,,2026-04-02 03:06:17,Foil,tcgcsv,682
6917,686,1,at_least_one_price_column_non_null,2.44,3.77,0.5,19.99,,,2026-04-02 03:06:17,Foil,tcgcsv,689
6923,688,1,at_least_one_price_column_non_null,0.37,0.5,0.15,5.0,,,2026-04-02 03:06:17,Foil,tcgcsv,691
6924,688,1,at_least_one_price_column_non_null,0.37,0.5,0.15,5.0,,,2026-04-02 03:06:17,Foil,tcgcsv,691
6927,689,1,at_least_one_price_column_non_null,0.11,0.25,0.03,11.5,,,2026-04-02 03:06:17,Normal,tcgcsv,692
6928,3122,1,at_least_one_price_column_non_null,54.4,56.12,46.99,100.0,,,2026-04-02 03:06:18,Foil,tcgcsv,2928
6929,689,1,at_least_one_price_column_non_null,0.11,0.25,0.03,11.5,,,2026-04-02 03:06:17,Normal,tcgcsv,692
6931,689,1,at_least_one_price_column_non_null,0.11,0.25,0.03,11.5,,,2026-04-02 03:06:17,Normal,tcgcsv,692
6934,690,1,at_least_one_price_column_non_null,0.11,0.15,0.01,14.0,,,2026-04-02 03:06:17,Normal,tcgcsv,693
6935,690,1,at_least_one_price_column_non_null,0.11,0.15,0.01,14.0,,,2026-04-02 03:06:17,Normal,tcgcsv,693
6944,692,1,at_least_one_price_column_non_null,0.22,0.25,0.06,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,695
6945,692,1,at_least_one_price_column_non_null,0.22,0.25,0.06,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,695
6946,692,1,at_least_one_price_column_non_null,0.22,0.25,0.06,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,695
6949,693,1,at_least_one_price_column_non_null,0.12,0.19,0.02,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,696
6950,693,1,at_least_one_price_column_non_null,0.12,0.19,0.02,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,696
6951,693,1,at_least_one_price_column_non_null,0.12,0.19,0.02,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,696
6952,693,1,at_least_one_price_column_non_null,0.12,0.19,0.02,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,696
6953,693,1,at_least_one_price_column_non_null,0.12,0.19,0.02,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,696
6954,693,1,at_least_one_price_column_non_null,0.12,0.19,0.02,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,696
6955,693,1,at_least_one_price_column_non_null,0.12,0.19,0.02,2.0,,,2026-04-02 03:06:17,Normal,tcgcsv,696
6962,2145,1,at_least_one_price_column_non_null,98.3,98.3,70.0,300.0,,,2026-04-02 03:06:17,Foil,tcgcsv,1959
6963,694,1,at_least_one_price_column_non_null,2.72,2.99,1.49,10.0,,,2026-04-02 03:06:17,Foil,tcgcsv,697
6970,697,1,at_least_one_price_column_non_null,0.13,0.25,0.05,1.5,,,2026-04-02 03:06:17,Normal,tcgcsv,700
6971,697,1,at_least_one_price_column_non_null,0.13,0.25,0.05,1.5,,,2026-04-02 03:06:17,Normal,tcgcsv,700
6974,698,1,at_least_one_price_column_non_null,0.18,0.25,0.06,5.0,,,2026-04-02 03:06:17,Normal,tcgcsv,701
6975,698,1,at_least_one_price_column_non_null,0.18,0.25,0.06,5.0,,,2026-04-02 03:06:17,Normal,tcgcsv,701
6979,698,1,at_least_one_price_column_non_null,0.18,0.25,0.06,5.0,,,2026-04-02 03:06:17,Normal,tcgcsv,701
6983,699,1,at_least_one_price_column_non_null,0.19,0.25,0.13,4.99,,,2026-04-02 03:06:17,Normal,tcgcsv,702
