card_variant_id,card_canonical_code,card_name,candidate_market_product_pk,candidate_market_product_external_id,match_score,match_reasons,match_confidence,needs_manual_review,cv_variant_key,cv_variant_label,cv_print_id,cv_image_path
3,EB01-001,Kouzuki Oden,2709,544523,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-001_p1,EB01/parallel/EB01-001_p1.png
11,EB01-003,Kid & Killer,2712,544526,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-003_p1,EB01/parallel/EB01-003_p1.png
12,EB01-003,Kid & Killer,2712,544526,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB01-003_p2,_unclassified/parallel/EB01-003_p2.png
13,EB01-003,Kid & Killer,2712,544526,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,EB01-003_p3,ORFC2025V2/parallel/EB01-003_p3.png
14,EB01-003,Kid & Killer,1633,646720,67,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,Parallel 4,EB01-003_p4,ORFC2025V2/alt_art/EB01-003_alt.png
16,EB01-003,Kid & Killer,2712,544526,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,EB01-003::sp,thumbs/EB01-003(SP).webp
23,EB01-006,Tony Tony.Chopper,2717,544531,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,EB01-006::alt,thumbs/EB01-006alt.webp
24,EB01-006,Tony Tony.Chopper,2716,544530,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,mr,Manga,EB01-006::manga,thumbs/EB01-006 Manga Rare.webp
25,EB01-006,Tony Tony.Chopper,2716,544530,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-006_p1,EB01/parallel/EB01-006_p1.png
26,EB01-006,Tony Tony.Chopper,2716,544530,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB01-006_p2,EB01/parallel/EB01-006_p2.png
27,EB01-006,Tony Tony.Chopper,2716,544530,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,EB01-006_p3,_unclassified/parallel/EB01-006_p3.png
36,EB01-009,Just Shut Up and Come with Us!!!!,4784,655979,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-009_p1,PRB02/parallel/EB01-009_p1.png
37,EB01-009,Just Shut Up and Come with Us!!!!,4784,655979,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,EB01-009_r1,PRB02/reprint/EB01-009_r1.png
46,EB01-012,Cavendish,2724,544538,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-012_p1,EB01/parallel/EB01-012_p1.png
47,EB01-012,Cavendish,2724,544538,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,EB01-012_p3,EB01/parallel/EB01-012_p3.png
52,EB01-013,Kouzuki Hiyori,2726,544540,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-013_p1,EB01/parallel/EB01-013_p1.png
64,EB01-015,Scratchmen Apoo,4706,653917,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_5,Parallel 5,EB01-015_p5,PRB02/parallel/EB01-015_p5.png
66,EB01-015,Scratchmen Apoo,4706,653917,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,EB01-015_r1,PRB02/reprint/EB01-015_r1.png
73,EB01-018,Mountain God,4788,655983,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-018_p1,PRB02/parallel/EB01-018_p1.png
74,EB01-018,Mountain God,4788,655983,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,EB01-018_r1,PRB02/reprint/EB01-018_r1.png
82,EB01-021,Hannyabal,2735,544549,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-021_p1,EB01/parallel/EB01-021_p1.png
87,EB01-022,Inazuma,2737,544551,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-022_p1,EB01/parallel/EB01-022_p1.png
102,EB01-027,Mr.1(Daz.Bonez),2743,544557,97,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;name_token_overlap;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-027_p1,EB01/parallel/EB01-027_p1.png
112,EB01-031,Kalifa,2748,544562,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-031_p1,EB01/parallel/EB01-031_p1.png
120,EB01-034,Ms. Wednesday,2752,544566,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-034_p1,EB01/parallel/EB01-034_p1.png
129,EB01-038,Oh Come My Way,4791,655986,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-038_p1,PRB02/parallel/EB01-038_p1.png
130,EB01-038,Oh Come My Way,4791,655986,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,EB01-038_r1,PRB02/reprint/EB01-038_r1.png
136,EB01-040,Kyros,2759,544573,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-040_p1,EB01/parallel/EB01-040_p1.png
159,EB01-046,Brook,2766,544580,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-046_p1,EB01/parallel/EB01-046_p1.png
166,EB01-048,Laboon,2769,544583,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-048_p1,EB01/parallel/EB01-048_p1.png
167,EB01-048,Laboon,2769,544583,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB01-048_p2,_unclassified/parallel/EB01-048_p2.png
172,EB01-049,T-Bone,2771,544585,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-049_p1,EB01/parallel/EB01-049_p1.png
177,EB01-051,Finger Pistol,4796,655991,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-051_p1,PRB02/parallel/EB01-051_p1.png
179,EB01-051,Finger Pistol,4796,655991,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,EB01-051_r1,PRB02/reprint/EB01-051_r1.png
183,EB01-052,Viola,2775,544589,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-052_p1,EB01/parallel/EB01-052_p1.png
193,EB01-056,Charlotte Flampe,2780,544594,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-056_p1,EB01/parallel/EB01-056_p1.png
195,EB01-056,Charlotte Flampe,2780,544594,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,S P,EB01-056::s p,thumbs/EB01-056SP.webp
199,EB01-057,Shirahoshi,2782,544596,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-057_p1,EB01/parallel/EB01-057_p1.png
202,EB01-057,Shirahoshi,2782,544596,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,EB01-057::sp,thumbs/EB01-057(SP).webp
209,EB01-060,Did Someone Say...Kami?,4799,655994,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-060_p1,PRB02/parallel/EB01-060_p1.png
210,EB01-060,Did Someone Say...Kami?,4799,655994,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,EB01-060_r1,PRB02/reprint/EB01-060_r1.png
214,EB01-061,Mr.2.Bon.Kurei(Bentham),2787,544601,97,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;name_token_overlap;source_tcgcsv,low,1,parallel_1,Parallel 1,EB01-061_p1,EB01/parallel/EB01-061_p1.png
224,EB02-003,Tony Tony.Chopper,3912,629091,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-003_p1,EB02/parallel/EB02-003_p1.png
232,EB02-006,Yamato,3916,629095,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,Cn3Rdann,EB02-006::cn3rdann,thumbs/EB02-006(CN3rdAnn).webp
233,EB02-006,Yamato,3916,629095,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-006_p1,EB02/parallel/EB02-006_p1.png
234,EB02-006,Yamato,3916,629095,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,Premiumvol 5,EB02-006::premiumvol 5,thumbs/EB02-006(PremiumVol.5).webp
235,EB02-006,Yamato,3916,629095,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,Serial,EB02-006::serial,thumbs/EB02-006(serial).webp
245,EB02-010,Monkey.D.Luffy,3921,629100,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,ir,Ia,EB02-010::ia,thumbs/EB02-010(IA).webp
246,EB02-010,Monkey.D.Luffy,3921,629100,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-010_p1,EB02/parallel/EB02-010_p1.png
247,EB02-010,Monkey.D.Luffy,3921,629100,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB02-010_p2,_unclassified/parallel/EB02-010_p2.png
248,EB02-010,Monkey.D.Luffy,3921,629100,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,Soundloader,EB02-010::soundloader,thumbs/EB02-010(Soundloader).webp
252,EB02-011,Arlong,3923,629102,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-011_p1,EB02/parallel/EB02-011_p1.png
262,EB02-015,Jewelry Bonney,3928,629107,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-015_p1,EB02/parallel/EB02-015_p1.png
269,EB02-017,Nami,3931,629110,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-017_p1,EB02/parallel/EB02-017_p1.png
285,EB02-022,Usopp,3937,629116,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-022_p1,EB02/parallel/EB02-022_p1.png
295,EB02-026,Nefeltari Vivi,3942,629121,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,Exe Vol 3,EB02-026::exe vol 3,thumbs/EB02-026(EXE.Vol.3).webp
296,EB02-026,Nefeltari Vivi,3942,629121,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-026_p1,EB02/parallel/EB02-026_p1.png
297,EB02-026,Nefeltari Vivi,3942,629121,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB02-026_p2,_unclassified/parallel/EB02-026_p2.png
298,EB02-026,Nefeltari Vivi,3942,629121,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,tr,Tr,EB02-026::tr,thumbs/EB02-026(TR).webp
320,EB02-035,Sanji & Pudding,3952,629131,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-035_p1,EB02/parallel/EB02-035_p1.png
324,EB02-036,Nico Robin,3954,629133,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-036_p1,EB02/parallel/EB02-036_p1.png
344,EB02-044,Sengoku,3963,629142,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-044_p1,EB02/parallel/EB02-044_p1.png
348,EB02-045,Trafalgar Law,3965,629144,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-045_p1,EB02/parallel/EB02-045_p1.png
356,EB02-048,Brook,3969,629148,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-048_p1,EB02/parallel/EB02-048_p1.png
366,EB02-052,Enel,3974,629153,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-052_p1,EB02/parallel/EB02-052_p1.png
372,EB02-054,Sanji,3977,629156,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,Exe Vol 3,EB02-054::exe vol 3,thumbs/EB02-054(EXE.Vol.3).webp
373,EB02-054,Sanji,3977,629156,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-054_p1,EB02/parallel/EB02-054_p1.png
374,EB02-054,Sanji,3977,629156,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,Promo,EB02-054::promo,thumbs/EB02-054(promo).webp
383,EB02-056,Vegapunk,3980,629159,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-056_p1,EB02/parallel/EB02-056_p1.png
395,EB02-061,Monkey.D.Luffy,3986,629165,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,mr,Manga,EB02-061::manga,thumbs/EB02-061(Manga).webp
396,EB02-061,Monkey.D.Luffy,3986,629165,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB02-061_p1,EB02/parallel/EB02-061_p1.png
397,EB02-061,Monkey.D.Luffy,3986,629165,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB02-061_p2,EB02/parallel/EB02-061_p2.png
398,EB02-061,Monkey.D.Luffy,4720,654533,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,EB02-061_p3,PRB02/parallel/EB02-061_p3.png
400,EB02-061,Monkey.D.Luffy,4720,654533,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,EB02-061_r1,PRB02/reprint/EB02-061_r1.png
404,EB03-001,Nefeltari Vivi,5262,672739,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-001_p1,EB03/parallel/EB03-001_p1.png
410,EB03-003,Uta,5265,672742,91,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-003_p1,EB03/parallel/EB03-003_p1.png
411,EB03-003,Uta,5265,672742,91,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;source_tcgcsv,low,1,parallel_2,Parallel 2,EB03-003_p2,EB03/parallel/EB03-003_p2.png
412,EB03-003,Uta,5265,672742,103,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;source_tcgcsv,low,1,sp,SP,EB03-003::sp,thumbs/EB03-003(SP).webp
424,EB03-008,Hibari,5271,672748,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-008_p1,EB03/parallel/EB03-008_p1.png
436,EB03-013,Carrot,5277,672754,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-013_p1,EB03/parallel/EB03-013_p1.png
448,EB03-018,Tashigi,5283,672760,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-018_p1,EB03/parallel/EB03-018_p1.png
449,EB03-018,Tashigi,5283,672760,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB03-018_p2,EB03/parallel/EB03-018_p2.png
450,EB03-018,Tashigi,5283,672760,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,EB03-018::sp,thumbs/EB03-018(SP).webp
464,EB03-024,Nefeltari Vivi,5290,672767,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-024_p1,EB03/parallel/EB03-024_p1.png
465,EB03-024,Nefeltari Vivi,5290,672767,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB03-024_p2,EB03/parallel/EB03-024_p2.png
466,EB03-024,Nefeltari Vivi,5290,672767,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,EB03-024::sp,thumbs/EB03-024(SP).webp
470,EB03-025,Hina,5292,672769,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-025_p1,EB03/parallel/EB03-025_p1.png
474,EB03-026,Boa Hancock,5294,672771,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-026_p1,EB03/parallel/EB03-026_p1.png
475,EB03-026,Boa Hancock,5294,672771,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB03-026_p2,EB03/parallel/EB03-026_p2.png
476,EB03-026,Boa Hancock,5294,672771,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,EB03-026::sp,thumbs/EB03-026(SP).webp
488,EB03-031,Vinsmoke Reiju,5300,672777,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-031_p1,EB03/parallel/EB03-031_p1.png
489,EB03-031,Vinsmoke Reiju,5300,672777,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB03-031_p2,EB03/parallel/EB03-031_p2.png
490,EB03-031,Vinsmoke Reiju,5300,672777,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,EB03-031::sp,thumbs/EB03-031(SP).webp
498,EB03-034,Charlotte Linlin,5304,672781,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-034_p1,EB03/parallel/EB03-034_p1.png
514,EB03-041,Kujyaku,5312,672789,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-041_p1,EB03/parallel/EB03-041_p1.png
518,EB03-042,Koala,5314,672791,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-042_p1,EB03/parallel/EB03-042_p1.png
519,EB03-042,Koala,5314,672791,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,EB03-042_p2,EB03/parallel/EB03-042_p2.png
520,EB03-042,Koala,5314,672791,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,EB03-042::sp,thumbs/EB03-042(SP).webp
528,EB03-045,Perona,5318,672795,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,EB03-045_p1,EB03/parallel/EB03-045_p1.png
