card_variant_id,card_canonical_code,card_name,candidate_market_product_pk,candidate_market_product_external_id,match_score,match_reasons,match_confidence,needs_manual_review,cv_variant_key,cv_variant_label,cv_print_id,cv_image_path
909,OP01-041,Kouzuki Momonosuke,3297,586590,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,OP01-041_p3,PRB01/parallel/OP01-041_p3.png
910,OP01-041,Kouzuki Momonosuke,3297,586590,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP01-041_p4,PRB01/parallel/OP01-041_p4.png
911,OP01-041,Kouzuki Momonosuke,3297,586590,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_5,Parallel 5,OP01-041_p5,PRB01/parallel/OP01-041_p5.png
913,OP01-041,Kouzuki Momonosuke,3297,586590,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP01-041_r1,PRB01/reprint/OP01-041_r1.png
927,OP01-047,Trafalgar Law,319,453515,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-047::alt,thumbs/OP01-047 (alt).webp
930,OP01-047,Trafalgar Law,3337,586893,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP01-047_p4,PRB01/parallel/OP01-047_p4.png
931,OP01-047,Trafalgar Law,319,453515,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Prb01Alt2,OP01-047::prb01alt2,thumbs/OP01-047(PRB01alt2).webp
933,OP01-047,Trafalgar Law,319,453515,105,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,S P,OP01-047::s p,thumbs/OP01-047SP.webp
936,OP01-048,Nekomamushi,320,453516,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-048::alt,thumbs/OP01-048 (alt).webp
937,OP01-048,Nekomamushi,320,453516,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP01-048_p1,OP01/parallel/OP01-048_p1.png
944,OP01-051,"Eustass""Captain""Kid",378,454575,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-051::alt,thumbs/OP01-051 (Alt).webp
948,OP01-051,"Eustass""Captain""Kid",378,454575,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Prb01Alt,OP01-051::prb01alt,thumbs/OP01-051(PRB01alt).webp
950,OP01-051,"Eustass""Captain""Kid",378,454575,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,Wanted,OP01-051::wanted,thumbs/OP01-051 wanted.webp
956,OP01-052,Raizo,3381,593291,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,OP01-052_p3,PRB01/parallel/OP01-052_p3.png
957,OP01-052,Raizo,3381,593291,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP01-052_p4,PRB01/parallel/OP01-052_p4.png
959,OP01-052,Raizo,3381,593291,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP01-052_r1,PRB01/reprint/OP01-052_r1.png
966,OP01-055,You Can Be My Samurai!!,4806,656001,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP01-055_p1,PRB02/parallel/OP01-055_p1.png
967,OP01-055,You Can Be My Samurai!!,4806,656001,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP01-055_r1,PRB02/reprint/OP01-055_r1.png
980,OP01-060,Donquixote Doflamingo,388,454585,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-060::alt,thumbs/OP01-060 (alt).webp
983,OP01-060,Donquixote Doflamingo,388,454585,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,St17Alt,OP01-060::st17alt,thumbs/OP01-060(ST17alt).webp
986,OP01-061,Kaido,321,453517,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-061::alt,thumbs/OP01-061 (alt).webp
990,OP01-062,Crocodile,391,454588,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-062::alt,thumbs/OP01-062 (alt).webp
996,OP01-064,Alvida,322,453518,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-064::alt,thumbs/OP01-064alt.webp
997,OP01-064,Alvida,322,453518,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP01-064_p1,OP01/parallel/OP01-064_p1.png
1004,OP01-067,Crocodile,323,453519,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-067::alt,thumbs/OP01-067 (Alt).webp
1012,OP01-070,Dracule Mihawk,400,454598,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-070::alt,thumbs/OP01-070 (alt).webp
1013,OP01-070,Dracule Mihawk,400,454598,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt Art 2,OP01-070::alt art 2,thumbs/OP01-070alt2.webp
1016,OP01-070,Dracule Mihawk,3285,586549,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP01-070_p4,PRB01/parallel/OP01-070_p4.png
1017,OP01-070,Dracule Mihawk,400,454598,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Prb01Alt,OP01-070::prb01alt,thumbs/OP01-070(PRB01alt).webp
1018,OP01-070,Dracule Mihawk,3285,586549,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP01-070_r1,PRB01/reprint/OP01-070_r1.png
1025,OP01-073,Donquixote Doflamingo,404,454602,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-073::alt,thumbs/OP01-073 (Alt).webp
1029,OP01-073,Donquixote Doflamingo,405,454603,93,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,sp,S P,OP01-073::s p,thumbs/OP01-073SP.webp
1038,OP01-077,Perona,324,453520,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-077::alt,thumbs/OP01-077 (alt).webp
1039,OP01-077,Perona,324,453520,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt Art 2,OP01-077::alt art 2,thumbs/OP01-077alt2.webp
1040,OP01-077,Perona,324,453520,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt Art 3,OP01-077::alt art 3,thumbs/OP01-077Alt3.webp
1041,OP01-077,Perona,324,453520,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP01-077_p1,OP01/parallel/OP01-077_p1.png
1044,OP01-078,Boa Hancock,410,454608,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-078::alt,thumbs/OP01-078 (Alt).webp
1047,OP01-078,Boa Hancock,3284,586548,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP01-078_p4,PRB01/parallel/OP01-078_p4.png
1048,OP01-078,Boa Hancock,410,454608,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Prb01Alt,OP01-078::prb01alt,thumbs/OP01-078(PRB01alt).webp
1049,OP01-078,Boa Hancock,3284,586548,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP01-078_r1,PRB01/reprint/OP01-078_r1.png
1050,OP01-078,Boa Hancock,411,454609,105,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,S P,OP01-078::s p,thumbs/OP01-078SP.webp
1079,OP01-091,King,424,454622,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-091::alt,thumbs/OP01-091 (alt).webp
1085,OP01-093,Ulti,427,454625,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-093::alt,thumbs/OP01-093 (alt).webp
1086,OP01-093,Ulti,427,454625,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt Art 2,OP01-093::alt art 2,thumbs/OP01-093(alt2).webp
1090,OP01-094,Kaido,325,453521,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-094::alt,thumbs/OP01-094 (alt).webp
1091,OP01-094,Kaido,325,453521,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt Art 2,OP01-094::alt art 2,thumbs/OP01-094alt2.webp
1097,OP01-096,King,431,454629,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-096::alt,thumbs/OP01-096 (Alt).webp
1114,OP01-102,Jack,439,454637,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-102::alt,thumbs/OP01-102 (Alt).webp
1131,OP01-109,Who's.Who,326,453522,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-109::alt,thumbs/OP01-109 (alt).webp
1132,OP01-109,Who's.Who,326,453522,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP01-109_p1,OP01/parallel/OP01-109_p1.png
1157,OP01-120,Shanks,457,454664,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,mr,Manga,OP01-120::manga,thumbs/OP01-120 Manga Rare.webp
1158,OP01-120,Shanks,458,454665,131,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_token_in_market_fields;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP01-120_p1,OP01/parallel/OP01-120_p1.png
1159,OP01-120,Shanks,458,454665,131,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_token_in_market_fields;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,OP01-120_p2,OP01/parallel/OP01-120_p2.png
1160,OP01-120,Shanks,3268,586194,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_5,Parallel 5,OP01-120_p5,PRB01/parallel/OP01-120_p5.png
1162,OP01-120,Shanks,3268,586194,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP01-120_r1,PRB01/reprint/OP01-120_r1.png
1163,OP01-120,Shanks,3268,586194,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r2,R2,OP01-120_r2,PRB01/reprint/OP01-120_r2.png
1164,OP01-120,Shanks,457,454664,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,S N,OP01-120::s n,thumbs/OP01-120sn.webp
1167,OP01-121,Yamato,460,454667,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,operator_review,A T2,OP01-121::a t2,thumbs/OP01-121at2.webp
1168,OP01-121,Yamato,460,454667,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP01-121::alt,thumbs/OP01-121 (alt).webp
1171,OP01-121,Yamato,3335,586891,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP01-121_p4,PRB01/parallel/OP01-121_p4.png
1172,OP01-121,Yamato,460,454667,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Prb01Alt,OP01-121::prb01alt,thumbs/OP01-121(PRB01alt).webp
1173,OP01-121,Yamato,3335,586891,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP01-121_r1,PRB01/reprint/OP01-121_r1.png
1178,OP02-001,Edward.Newgate,469,482424,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-001_p1,OP02/parallel/OP02-001_p1.png
1184,OP02-002,Monkey.D.Garp,474,482705,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-002_p1,OP02/parallel/OP02-002_p1.png
1188,OP02-004,Edward.Newgate,468,482423,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,operator_review,2,OP02-004::2,thumbs/OP02-004 (2).webp
1191,OP02-004,Edward.Newgate,468,482423,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-004_p1,OP02/parallel/OP02-004_p1.png
1193,OP02-004,Edward.Newgate,3256,586182,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP02-004_p4,PRB01/parallel/OP02-004_p4.png
1195,OP02-004,Edward.Newgate,3256,586182,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP02-004_r1,PRB01/reprint/OP02-004_r1.png
1196,OP02-004,Edward.Newgate,468,482423,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,S P,OP02-004::s p,thumbs/OP02-004SP.webp
1200,OP02-005,Curly.Dadan,4808,656003,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-005_p1,PRB02/parallel/OP02-005_p1.png
1202,OP02-005,Curly.Dadan,4808,656003,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP02-005_r1,PRB02/reprint/OP02-005_r1.png
1213,OP02-009,Squard,481,483096,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP02-009::alt,thumbs/OP02-009(alt).webp
1214,OP02-009,Squard,481,483096,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-009_p1,OP02/parallel/OP02-009_p1.png
1222,OP02-013,Portgas.D.Ace,495,485235,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,operator_review,2,OP02-013::2,thumbs/OP02-013 (2).webp
1223,OP02-013,Portgas.D.Ace,495,485235,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,2Nd Anniversary Alt,OP02-013::2nd anniversary alt,thumbs/OP02-013(2nd Anniversary alt).webp
1225,OP02-013,Portgas.D.Ace,495,485235,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,mr,Manga,OP02-013::manga,thumbs/OP02-013 Manga Rare.webp
1226,OP02-013,Portgas.D.Ace,515,485862,131,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_token_in_market_fields;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-013_p1,OP02/parallel/OP02-013_p1.png
1227,OP02-013,Portgas.D.Ace,515,485862,131,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_token_in_market_fields;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,OP02-013_p2,OP02/parallel/OP02-013_p2.png
1229,OP02-013,Portgas.D.Ace,515,485862,131,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_token_in_market_fields;card_name_substring_product;source_tcgcsv,low,1,parallel_5,Parallel 5,OP02-013_p5,ANN2JP/parallel/OP02-013_p5.png
1231,OP02-013,Portgas.D.Ace,515,485862,105,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,S P,OP02-013::s p,thumbs/OP02-013SP.webp
1238,OP02-015,Makino,3383,593295,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,OP02-015_p3,PRB01/parallel/OP02-015_p3.png
1239,OP02-015,Makino,3383,593295,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP02-015_p4,PRB01/parallel/OP02-015_p4.png
1241,OP02-015,Makino,3383,593295,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,OP02-015_r1,PRB01/reprint/OP02-015_r1.png
1247,OP02-017,Masked Deuce,517,485864,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-017_p1,OP02/parallel/OP02-017_p1.png
1252,OP02-018,Marco,516,485863,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-018_p1,OP02/parallel/OP02-018_p1.png
1253,OP02-018,Marco,3257,586183,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,OP02-018_p4,PRB01/parallel/OP02-018_p4.png
1254,OP02-018,Marco,3257,586183,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_5,Parallel 5,OP02-018_p5,PRB01/parallel/OP02-018_p5.png
1255,OP02-018,Marco,3257,586183,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_6,Parallel 6,OP02-018_p6,PRB01/parallel/OP02-018_p6.png
1259,OP02-018,Marco,3257,586183,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r2,R2,OP02-018_r2,PRB01/reprint/OP02-018_r2.png
1278,OP02-025,Kin'emon,486,483629,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-025_p1,OP02/parallel/OP02-025_p1.png
1282,OP02-026,Sanji,485,483628,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-026_p1,OP02/parallel/OP02-026_p1.png
1292,OP02-030,Kouzuki Oden,491,484627,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,operator_review,2,OP02-030::2,thumbs/OP02-030 (2).webp
1294,OP02-030,Kouzuki Oden,491,484627,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-030_p1,OP02/parallel/OP02-030_p1.png
1296,OP02-031,Kouzuki Toki,496,485236,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,operator_review,2,OP02-031::2,thumbs/OP02-031 (2).webp
1297,OP02-031,Kouzuki Toki,496,485236,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP02-031::alt,thumbs/OP02-031_Alt.webp
1298,OP02-031,Kouzuki Toki,496,485236,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-031_p1,OP02/parallel/OP02-031_p1.png
1307,OP02-034,Tony Tony.Chopper,540,486354,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-034_p1,ST11/parallel/OP02-034_p1.png
1316,OP02-036,Nami,472,482429,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,operator_review,2,OP02-036::2,thumbs/OP02-036 (2).webp
1318,OP02-036,Nami,472,482429,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-036_p1,OP02/parallel/OP02-036_p1.png
1319,OP02-036,Nami,472,482429,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,OP02-036_p2,BCV1/parallel/OP02-036_p2.png
1334,OP02-041,Monkey.D.Luffy,467,482337,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-041_p1,OP02/parallel/OP02-041_p1.png
1335,OP02-041,Monkey.D.Luffy,467,482337,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,OP02-041_p2,ST11/parallel/OP02-041_p2.png
1355,OP02-049,Emporio.Ivankov,487,483949,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-049_p1,OP02/parallel/OP02-049_p1.png
1361,OP02-051,Emporio.Ivankov,511,485812,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-051_p1,OP02/parallel/OP02-051_p1.png
1380,OP02-058,Buggy,512,485813,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,OP02-058_p1,OP02/parallel/OP02-058_p1.png
1383,OP02-059,Boa Hancock,497,485237,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,OP02-059::alt,thumbs/OP02-059(alt).webp
