printing_id,card_code,variant_key,current_path,refreshed_path,old_byte_size,new_byte_size,old_dimensions,new_dimensions,refresh_status,source_used,notes
722,OP01-004_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
725,OP01-005::alt,alt,OP01\ALTS\OP01-005(alt2).png,,7396754,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (7396754b) via alts_highres
726,OP01-005::alt art 2,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
727,OP01-005::film,promo,OP01\ALTS\OP01-005_Film.png,P/base/OP01-005.png,10277559,190160,3358x4692,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (3358x4692, 10277559b) already better than fetched (600x838, 190160b)"
728,OP01-005::film2,promo,OP01\ALTS\OP01-005_Film2.jpg,P/base/OP01-005.png,607610,190160,600x838,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (600x838, 607610b) already better than fetched (600x838, 190160b)"
729,OP01-005_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
730,OP01-005_p2,parallel_2,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
733,OP01-006::alt,alt,OP01\ALTS\OP01-006(alt).png,,13544645,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (13544645b) via alts_highres
734,OP01-006::alt art 2,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
739,OP01-006::prb01alt1,alt,PRB01\Alts\OP01-006(PRB01alt1).jpg,,5683577,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (5683577b) via alts_highres
740,OP01-006::prb01alt2,alt,PRB01\Alts\OP01-006(PRB01alt2).jpg,,4842317,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (4842317b) via alts_highres
735,OP01-006_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
736,OP01-006_p3,parallel_3,PRB01\parallel\OP01-006_p3.png,PRB01/parallel/OP01-006_p3.png,212357,212357,600x838,600x838,FETCHED_SUPPLEMENTAL,optcg-api,Fetched 600x838 as supplemental to existing 600x838
737,OP01-006_p4,parallel_4,PRB01\parallel\OP01-006_p4.png,PRB01/parallel/OP01-006_p4.png,204313,204313,600x838,600x838,FETCHED_SUPPLEMENTAL,optcg-api,Fetched 600x838 as supplemental to existing 600x838
738,OP01-006_p5,parallel_5,PRB01\parallel\OP01-006_p5.png,PRB01/parallel/OP01-006_p5.png,178618,178618,600x838,600x838,FETCHED_SUPPLEMENTAL,optcg-api,Fetched 600x838 as supplemental to existing 600x838
741,OP01-006_r1,r1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
746,OP01-008::alt,alt,OP01\ALTS\OP01-008(alt).png,,252837,0,600x838,,SKIPPED_LOW_RES,,LOW_RES at 600x838 via alts_highres. No better source available.
747,OP01-008_p1,parallel_1,OP01\parallel\OP01-008_p1.png,OP01/parallel/OP01-008_p1.png,211285,211285,600x838,600x838,FETCHED_SUPPLEMENTAL,optcg-api,Fetched 600x838 as supplemental to existing 600x838
758,OP01-013::1st anniversary alt,promo,OP01\ALTS\OP01-013(1st anniversary alt).jpg,P/base/OP01-013.png,866154,136259,600x838,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (600x838, 866154b) already better than fetched (600x838, 136259b)"
759,OP01-013::25th,promo,OP01\ALTS\OP01-013(25th).png,P/base/OP01-013.png,10834646,136259,3358x4692,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (3358x4692, 10834646b) already better than fetched (600x838, 136259b)"
760,OP01-013::alt,alt,OP01\ALTS\OP01-013(alt).png,,11775978,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (11775978b) via alts_highres
761,OP01-013::alt art 2,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
762,OP01-013::alt art 3,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
767,OP01-013::tr alt,tr,OP01\ALTS\OP01-013(TR-alt).jpg,,5342438,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (5342438b) via alts_highres
763,OP01-013_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
764,OP01-013_p2,parallel_2,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
765,OP01-013_p3,parallel_3,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
766,OP01-013_p4,parallel_4,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
770,OP01-014::film,promo,OP01\ALTS\OP01-014_Film.png,P/base/OP01-014.png,10585693,152027,3358x4692,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (3358x4692, 10585693b) already better than fetched (600x838, 152027b)"
771,OP01-014::film2,promo,OP01\ALTS\OP01-014_Film2.jpg,P/base/OP01-014.png,605797,152027,600x838,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (600x838, 605797b) already better than fetched (600x838, 152027b)"
772,OP01-014_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
775,OP01-015::alt,alt,OP01\ALTS\OP01-015alt.jpg,,4696490,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (4696490b) via alts_highres
776,OP01-015_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
779,OP01-016::1st anniversary alt,promo,OP01\ALTS\OP01-016(1st anniversary alt).jpg,P/base/OP01-016.png,3224874,185385,1876x2619,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (1876x2619, 3224874b) already better than fetched (600x838, 185385b)"
780,OP01-016::25th,promo,OP01\ALTS\OP01-016 25th.png,P/base/OP01-016.png,11853310,185385,3358x4692,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (3358x4692, 11853310b) already better than fetched (600x838, 185385b)"
781,OP01-016::alt,alt,OP01\ALTS\OP01-016(alt) (2).png,,14146196,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (14146196b) via alts_highres
783,OP01-016::alt art 2,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
784,OP01-016::alt art 3,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
785,OP01-016::alt art 4,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
786,OP01-016::alt art 7,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
787,OP01-016::manga alt,mr,PRB01\Alts\OP01-016( manga alt ).jpg,,7071029,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (7071029b) via alts_highres
795,OP01-016::st10 alt,alt,ST10\OP01-016(ST10 alt ).png,,12106841,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (12106841b) via highres_match
788,OP01-016_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
789,OP01-016_p2,parallel_2,OP05\parallel\OP01-016_p2.png,OP05/parallel/OP01-016_p2.png,285621,285621,600x838,600x838,FETCHED_SUPPLEMENTAL,optcg-api,Fetched 600x838 as supplemental to existing 600x838
790,OP01-016_p3,parallel_3,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
791,OP01-016_p4,parallel_4,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
792,OP01-016_p5,parallel_5,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
793,OP01-016_p7,parallel_7,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
794,OP01-016_p8,parallel_8,PRB01\parallel\OP01-016_p8.png,PRB01/parallel/OP01-016_p8.png,226749,226749,600x838,600x838,FETCHED_SUPPLEMENTAL,optcg-api,Fetched 600x838 as supplemental to existing 600x838
798,OP01-017::1st anniversary alt,promo,OP01\ALTS\OP01-017(1st anniversary alt).jpg,P/base/OP01-017.png,1626264,151600,1200x1676,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (1200x1676, 1626264b) already better than fetched (600x838, 151600b)"
799,OP01-017::alt,alt,OP01\ALTS\OP01-017(alt).png,,9335099,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (9335099b) via alts_highres
800,OP01-017::alt art 2,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
801,OP01-017::film,promo,OP01\ALTS\OP01-017_Film.png,P/base/OP01-017.png,12970989,151600,3358x4692,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (3358x4692, 12970989b) already better than fetched (600x838, 151600b)"
802,OP01-017::film2,promo,OP01\ALTS\OP01-017_Film2.jpg,P/base/OP01-017.png,713361,151600,600x838,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (600x838, 713361b) already better than fetched (600x838, 151600b)"
803,OP01-017_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
804,OP01-017_p2,parallel_2,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
813,OP01-021::alt,alt,OP01\ALTS\OP01-021(alt2).png,,10164120,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (10164120b) via alts_highres
814,OP01-021::alt art 2,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
815,OP01-021::film,promo,OP01\ALTS\OP01-021_Film.png,P/base/OP01-021.png,14091520,118259,3358x4692,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (3358x4692, 14091520b) already better than fetched (600x838, 118259b)"
816,OP01-021::film2,promo,OP01\ALTS\OP01-021_Film2.jpg,P/base/OP01-021.png,737860,118259,600x838,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (600x838, 737860b) already better than fetched (600x838, 118259b)"
817,OP01-021::fullalt,alt,OP01\ALTS\OP01-021(fullalt).jpg,,1483986,0,1465x2048,,SKIPPED_BORDERLINE,,BORDERLINE at 1465x2048 via alts_highres. No better source available.
818,OP01-021_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
819,OP01-021_p2,parallel_2,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
820,OP01-021_p3,parallel_3,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
823,OP01-022::25th,promo,OP01\ALTS\OP01-022 25th.png,P/base/OP01-022.png,9362518,150377,3358x4692,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (3358x4692, 9362518b) already better than fetched (600x838, 150377b)"
824,OP01-022_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
829,OP01-024::alt,alt,OP01\ALTS\OP01-024 (alt).png,,17174890,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (17174890b) via alts_highres
832,OP01-024::prb01alt,alt,PRB01\Alts\OP01-024(PRB01alt).jpg,,5944541,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (5944541b) via alts_highres
830,OP01-024_p1,parallel_1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
831,OP01-024_p3,parallel_3,PRB01\parallel\OP01-024_p3.png,PRB01/parallel/OP01-024_p3.png,214926,214926,600x838,600x838,FETCHED_SUPPLEMENTAL,optcg-api,Fetched 600x838 as supplemental to existing 600x838
833,OP01-024_r1,r1,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
836,OP01-025::1st anniversary alt,promo,OP01\ALTS\OP01-025(1st anniversary alt).jpg,P/base/OP01-025.png,845184,166920,600x838,600x838,SKIPPED_BETTER_EXISTS,optcg-api,"ALTS highres (600x838, 845184b) already better than fetched (600x838, 166920b)"
837,OP01-025::alt,alt,OP01\ALTS\OP01-025(alt).png,,15716882,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (15716882b) via alts_highres
838,OP01-025::alt art 2,alt,,,0,0,,,GAP_NO_SOURCE,,No image file on disk. No source_url in image_assets. Needs new source discovery.
839,OP01-025::alt st10,alt,ST10\OP01-025(alt-st10).png,,12049276,0,3358x4692,,SKIPPED_GOOD_ENOUGH,,Already 3358x4692 (12049276b) via highres_match
