id,card_id,variant_key,variant_label,print_id,release_set_code,release_set_name,image_path,image_url,source,is_base,is_alt,is_sp,has_variant_evidence,is_tr,is_manga_rare,is_golden_manga_rare,is_promo,is_serialized,is_illustration_rare,official_provenance,distribution_product_key,updated_at,tcgplayer_product_id,tcgplayer_market_price,tcgplayer_mid_price,tcgplayer_low_price,tcgplayer_price_updated_at
125,37,base,Base,EB01-037,EB01,Memorial Collection,EB01/base/EB01-037.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-037.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
127,38,base,Base,EB01-038,EB01,Memorial Collection,EB01/base/EB01-038.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-038.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
129,38,parallel_1,Parallel 1,EB01-038_p1,PRB02,One Piece Card The Best Vol.2,PRB02/parallel/EB01-038_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-038_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:05:41Z,,,,,
130,38,r1,R1,EB01-038_r1,PRB02,One Piece Card The Best Vol.2,PRB02/reprint/EB01-038_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-038_r1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:05:51Z,,,,,
131,39,base,Base,EB01-039,EB01,Memorial Collection,EB01/base/EB01-039.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-039.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
133,40,base,Base,EB01-040,EB01,Memorial Collection,EB01/base/EB01-040.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
135,40,alt,Alt,EB01-040::alt,EB01,Memorial Collection,thumbs/EB01-040alt.webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
136,40,parallel_1,Parallel 1,EB01-040_p1,EB01,Memorial Collection,EB01/parallel/EB01-040_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-Memorial Collection- [EB-01],EB01,2026-03-31T04:06:02Z,,,,,
137,40,parallel_2,Parallel 2,EB01-040_p2,EB02,Anime 25th Collection,EB02/parallel/EB01-040_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040_p2.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-Anime 25th Collection- [EB-02],EB02,2026-03-31T04:06:06Z,,,,,
138,41,base,Base,EB01-041,EB01,Memorial Collection,EB01/base/EB01-041.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-041.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
140,42,base,Base,EB01-042,EB01,Memorial Collection,EB01/base/EB01-042.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-042.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
142,43,base,Base,EB01-043,EB01,Memorial Collection,EB01/base/EB01-043.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
144,43,promo,2Nd Anniversary Alt,EB01-043::2nd anniversary alt,EB01,Memorial Collection,thumbs/EB01-043(2nd anniversary alt).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
145,43,alt,Alt,EB01-043::alt,EB01,Memorial Collection,thumbs/EB01-043alt.webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
146,43,parallel_1,Parallel 1,EB01-043_p1,EB01,Offline Regional Participation Pack 2025 Vol.1,ORP2025V1/parallel/EB01-043_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,Offline Regional Participation Pack 2025 Vol.1,ORP2025V1,2026-03-31T04:06:26Z,,,,,
147,43,parallel_2,Parallel 2,EB01-043_p2,EB01,Online Regional Champion Card Set 25-26 Season 1,ORFC2526S1/parallel/EB01-043_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p2.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,Offline Regional Finalist Card Set 25-26 Season 1,ORFC2526S1,2026-03-31T04:06:31Z,,,,,
148,43,parallel_3,Parallel 3,EB01-043_p3,EB01,Promotion Card,_unclassified/parallel/EB01-043_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p3.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,Offline Regional Champion Card Set 25-26 Season 1,_unclassified,2026-03-31T04:06:35Z,,,,,
149,43,parallel_4,Parallel 4,EB01-043_p4,EB01,Promotion Card,_unclassified/parallel/EB01-043_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p4.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,Online Regional Participation Pack 25-26 Season 1,_unclassified,2026-03-31T04:06:39Z,,,,,
150,43,parallel_5,Parallel 5,EB01-043_p5,EB01,Promotion Card,_unclassified/parallel/EB01-043_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p5.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,Online Regional Finalist Card Set 25-26 Season 1,_unclassified,2026-03-31T04:06:43Z,,,,,
151,43,parallel_6,Parallel 6,EB01-043_p6,EB01,Promotion Card,_unclassified/parallel/EB01-043_p6.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p6.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,Online Regional Champion Card Set 25-26 Season 1,_unclassified,2026-03-31T04:06:47Z,,,,,
152,44,base,Base,EB01-044,EB01,Memorial Collection,EB01/base/EB01-044.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-044.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
154,45,base,Base,EB01-045,EB01,Memorial Collection,EB01/base/EB01-045.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-045.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
156,46,base,Base,EB01-046,EB01,Memorial Collection,EB01/base/EB01-046.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-046.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
158,46,alt,Alt,EB01-046::alt,EB01,Memorial Collection,thumbs/EB01-046alt.webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
159,46,parallel_1,Parallel 1,EB01-046_p1,EB01,Memorial Collection,EB01/parallel/EB01-046_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-046_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
160,46,r1,R1,EB01-046_r1,PRB02,One Piece Card The Best Vol.2,PRB02/reprint/EB01-046_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-046_r1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:07:13Z,,,,,
161,47,base,Base,EB01-047,EB01,Memorial Collection,EB01/base/EB01-047.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-047.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
163,48,base,Base,EB01-048,EB01,Memorial Collection,EB01/base/EB01-048.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
165,48,alt,Alt,EB01-048::alt,EB01,Memorial Collection,thumbs/EB01-048alt.webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
166,48,parallel_1,Parallel 1,EB01-048_p1,EB01,Memorial Collection,EB01/parallel/EB01-048_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
167,48,parallel_2,Parallel 2,EB01-048_p2,EB01,Promotion Card,_unclassified/parallel/EB01-048_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048_p2.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,Treasure Cup May 2025~,_unclassified,2026-03-31T04:07:24Z,,,,,
168,48,r1,R1,EB01-048_r1,PRB02,One Piece Card The Best Vol.2,PRB02/reprint/EB01-048_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048_r1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:07:34Z,,,,,
169,49,base,Base,EB01-049,EB01,Memorial Collection,EB01/base/EB01-049.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-049.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
171,49,alt,Alt,EB01-049::alt,EB01,Memorial Collection,thumbs/EB01-049alt.webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
172,49,parallel_1,Parallel 1,EB01-049_p1,EB01,Memorial Collection,EB01/parallel/EB01-049_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-049_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
173,50,base,Base,EB01-050,EB01,Memorial Collection,EB01/base/EB01-050.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-050.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
175,51,base,Base,EB01-051,EB01,Memorial Collection,EB01/base/EB01-051.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-051.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
177,51,parallel_1,Parallel 1,EB01-051_p1,PRB02,One Piece Card The Best Vol.2,PRB02/parallel/EB01-051_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-051_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:07:57Z,,,,,
178,51,alt,Prb02,EB01-051::prb02,EB01,Memorial Collection,thumbs/EB01-051(PRB02).webp,,local-catalog,0,0,0,1,0,0,0,0,0,0,,,,,,,,
179,51,r1,R1,EB01-051_r1,PRB02,One Piece Card The Best Vol.2,PRB02/reprint/EB01-051_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-051_r1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:08:09Z,,,,,
180,52,base,Base,EB01-052,EB01,Memorial Collection,EB01/base/EB01-052.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-052.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
182,52,alt,Alt,EB01-052::alt,EB01,Memorial Collection,thumbs/EB01-052alt.webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
183,52,parallel_1,Parallel 1,EB01-052_p1,EB01,Memorial Collection,EB01/parallel/EB01-052_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-052_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
184,53,base,Base,EB01-053,EB01,Memorial Collection,EB01/base/EB01-053.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-053.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
186,54,base,Base,EB01-054,EB01,Memorial Collection,EB01/base/EB01-054.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-054.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
188,55,base,Base,EB01-055,EB01,Memorial Collection,EB01/base/EB01-055.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-055.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
190,56,base,Base,EB01-056,EB01,Memorial Collection,EB01/base/EB01-056.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
192,56,alt,Alt,EB01-056::alt,EB01,Memorial Collection,thumbs/EB01-056alt.webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
193,56,parallel_1,Parallel 1,EB01-056_p1,EB01,Memorial Collection,EB01/parallel/EB01-056_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
194,56,parallel_2,Parallel 2,EB01-056_p2,OP10,Royal Blood,OP10/parallel/EB01-056_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056_p2.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ROYAL BLOOD- [OP-10],OP10,2026-03-31T04:08:36Z,,,,,
195,56,sp,S P,EB01-056::s p,EB01,Memorial Collection,thumbs/EB01-056SP.webp,,local-catalog,0,0,0,1,0,0,0,0,0,0,,,,,,,,
196,57,base,Base,EB01-057,EB01,Memorial Collection,EB01/sp/EB01-057_sp.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057.png?260305,official-cardlist,1,0,1,1,0,0,0,0,0,0,,,,,,,,
198,57,alt,Alt,EB01-057::alt,EB01,Memorial Collection,thumbs/EB01-057alt.webp,,local-catalog,0,1,1,1,0,0,0,0,0,0,,,,,,,,
199,57,parallel_1,Parallel 1,EB01-057_p1,EB01,Memorial Collection,EB01/parallel/EB01-057_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057_p1.png?260305,official-cardlist,0,0,1,1,0,0,0,0,0,0,,,,,,,,
200,57,parallel_2,Parallel 2,EB01-057_p2,OP11,A Fist Of Divine Speed,OP11/parallel/EB01-057_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057_p2.png?260305,official-cardlist,0,0,1,1,0,0,0,0,0,0,-A FIST OF DIVINE SPEED- [OP-11],OP11,2026-03-31T04:08:45Z,,,,,
201,57,r1,R1,EB01-057_r1,PRB02,One Piece Card The Best Vol.2,PRB02/reprint/EB01-057_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057_r1.png?260305,official-cardlist,0,0,1,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:08:55Z,,,,,
202,57,sp,SP,EB01-057::sp,EB01,Memorial Collection,thumbs/EB01-057(SP).webp,,local-catalog,0,0,1,1,0,0,0,0,0,0,,,,,,,,
203,58,base,Base,EB01-058,EB01,Memorial Collection,EB01/base/EB01-058.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-058.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
205,59,base,Base,EB01-059,EB01,Memorial Collection,EB01/base/EB01-059.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-059.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
207,60,base,Base,EB01-060,EB01,Memorial Collection,EB01/base/EB01-060.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-060.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
209,60,parallel_1,Parallel 1,EB01-060_p1,PRB02,One Piece Card The Best Vol.2,PRB02/parallel/EB01-060_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-060_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:09:16Z,,,,,
210,60,r1,R1,EB01-060_r1,PRB02,One Piece Card The Best Vol.2,PRB02/reprint/EB01-060_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-060_r1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:09:25Z,,,,,
211,61,base,Base,EB01-061,EB01,Memorial Collection,EB01/base/EB01-061.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-061.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
213,61,alt,Alt,EB01-061::alt,EB01,Memorial Collection,thumbs/EB01-061alt.webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
214,61,parallel_1,Parallel 1,EB01-061_p1,EB01,Memorial Collection,EB01/parallel/EB01-061_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-061_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
215,61,r1,R1,EB01-061_r1,PRB02,One Piece Card The Best Vol.2,PRB02/reprint/EB01-061_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-061_r1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02],PRB02,2026-03-31T04:09:40Z,,,,,
216,62,base,Base,EB02-001,EB02,Anime 25th Collection,EB02/base/EB02-001.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-001.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
218,63,base,Base,EB02-002,EB02,Anime 25th Collection,EB02/base/EB02-002.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-002.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
220,63,promo,Cn,EB02-002::cn,EB02,Anime 25th Collection,thumbs/EB02-002(CN).webp,,local-catalog,0,0,0,1,0,0,0,0,0,0,,,,,,,,
221,64,base,Base,EB02-003,EB02,Anime 25th Collection,EB02/base/EB02-003.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-003.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
223,64,alt,Alt,EB02-003::alt,EB02,Anime 25th Collection,thumbs/EB02-003(Alt).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
224,64,parallel_1,Parallel 1,EB02-003_p1,EB02,Anime 25th Collection,EB02/parallel/EB02-003_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-003_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
225,65,base,Base,EB02-004,EB02,Anime 25th Collection,EB02/base/EB02-004.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-004.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
227,66,base,Base,EB02-005,EB02,Anime 25th Collection,EB02/base/EB02-005.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-005.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
229,67,base,Base,EB02-006,EB02,Anime 25th Collection,EB02/base/EB02-006.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-006.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
231,67,alt,Alt,EB02-006::alt,EB02,Anime 25th Collection,thumbs/EB02-006(Alt).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
232,67,promo,Cn3Rdann,EB02-006::cn3rdann,EB02,Anime 25th Collection,thumbs/EB02-006(CN3rdAnn).webp,,local-catalog,0,0,0,1,0,0,0,0,0,0,,,,,,,,
233,67,parallel_1,Parallel 1,EB02-006_p1,EB02,Anime 25th Collection,EB02/parallel/EB02-006_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-006_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
234,67,promo,Premiumvol 5,EB02-006::premiumvol 5,EB02,Anime 25th Collection,thumbs/EB02-006(PremiumVol.5).webp,,local-catalog,0,0,0,1,0,0,0,0,0,0,,,,,,,,
235,67,promo,Serial,EB02-006::serial,EB02,Anime 25th Collection,thumbs/EB02-006(serial).webp,,local-catalog,0,0,0,1,0,0,0,0,1,0,,,,,,,,
236,68,base,Base,EB02-007,EB02,Anime 25th Collection,EB02/base/EB02-007.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-007.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
238,69,base,Base,EB02-008,EB02,Anime 25th Collection,EB02/base/EB02-008.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-008.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
240,70,base,Base,EB02-009,EB02,Anime 25th Collection,EB02/base/EB02-009.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-009.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
242,71,base,Base,EB02-010,EB02,Anime 25th Collection,EB02/base/EB02-010.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
244,71,alt,Alt,EB02-010::alt,EB02,Anime 25th Collection,thumbs/EB02-010(Alt).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
245,71,ir,Ia,EB02-010::ia,EB02,Anime 25th Collection,thumbs/EB02-010(IA).webp,,local-catalog,0,0,0,1,0,0,0,0,0,1,,,,,,,,
246,71,parallel_1,Parallel 1,EB02-010_p1,EB02,Anime 25th Collection,EB02/parallel/EB02-010_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
247,71,parallel_2,Parallel 2,EB02-010_p2,EB02,Promotion Card,_unclassified/parallel/EB02-010_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010_p2.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,DODGERS ONE PIECE NIGHT,_unclassified,2026-03-31T04:10:39Z,,,,,
248,71,promo,Soundloader,EB02-010::soundloader,EB02,Anime 25th Collection,thumbs/EB02-010(Soundloader).webp,,local-catalog,0,0,0,1,0,0,0,0,0,0,,,,,,,,
249,72,base,Base,EB02-011,EB02,Anime 25th Collection,EB02/base/EB02-011.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-011.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
251,72,alt,Alt,EB02-011::alt,EB02,Anime 25th Collection,thumbs/EB02-011(Alt).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
252,72,parallel_1,Parallel 1,EB02-011_p1,EB02,Anime 25th Collection,EB02/parallel/EB02-011_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-011_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
253,73,base,Base,EB02-012,EB02,Anime 25th Collection,EB02/base/EB02-012.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-012.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
255,74,base,Base,EB02-013,EB02,Anime 25th Collection,EB02/base/EB02-013.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-013.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
257,75,base,Base,EB02-014,EB02,Anime 25th Collection,EB02/base/EB02-014.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-014.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
259,76,base,Base,EB02-015,EB02,Anime 25th Collection,EB02/base/EB02-015.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-015.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
261,76,alt,Alt,EB02-015::alt,EB02,Anime 25th Collection,thumbs/EB02-015(Alt).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
262,76,parallel_1,Parallel 1,EB02-015_p1,EB02,Anime 25th Collection,EB02/parallel/EB02-015_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-015_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
263,77,base,Base,EB02-016,EB02,Anime 25th Collection,EB02/base/EB02-016.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-016.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
265,78,base,Base,EB02-017,EB02,Anime 25th Collection,EB02/base/EB02-017.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-017.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
267,78,alt,Alt,EB02-017::alt,EB02,Anime 25th Collection,thumbs/EB02-017(Alt).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
268,78,alt,Alt Art 2,EB02-017::alt art 2,EB02,Anime 25th Collection,thumbs/EB02-017(Alt2).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
269,78,parallel_1,Parallel 1,EB02-017_p1,EB02,Anime 25th Collection,EB02/parallel/EB02-017_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-017_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,,,,,,,,
270,79,base,Base,EB02-018,EB02,Anime 25th Collection,EB02/base/EB02-018.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-018.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
272,80,base,Base,EB02-019,EB02,Anime 25th Collection,EB02/base/EB02-019.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-019.png?260305,official-cardlist,1,0,0,1,0,0,0,0,0,0,,,2026-04-01 22:05:40,,,,,
274,80,alt,Alt Art 1,EB02-019::alt art 1,EB02,Anime 25th Collection,thumbs/EB02-019(Alt1).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
275,80,alt,Alt Art 2,EB02-019::alt art 2,EB02,Anime 25th Collection,thumbs/EB02-019(Alt2).webp,,local-catalog,0,1,0,1,0,0,0,0,0,0,,,,,,,,
276,80,parallel_1,Parallel 1,EB02-019_p1,EB02,Tournament Pack 2025 Vol. 3,TP2025V3/parallel/EB02-019_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-019_p1.png?260305,official-cardlist,0,0,0,1,0,0,0,0,0,0,Tournament Pack 2025 Vol. 3,TP2025V3,2026-03-31T04:11:32Z,,,,,
