id,item_key,queue_type,target_type,target_id,readiness_state,review_reason,guardrail_label,confidence_score,risk_level,recommended_next_step,summary_text,supporting_sections_json,payload_json,status,resolution_note,created_at,updated_at,resolved_at,approval_state,promotion_state,approval_note,decision_source,approval_updated_at
1,publication:OP10-016,publication_readiness,card,OP10-016,ready_for_review,guarded_publish_review,Review required,0.837,medium,Human review should confirm the dossier-backed claim set before any publish-oriented step.,"Monet needs review before Miru treats it as publish-ready. The dossier is meaningful, but Miru should keep a human review step before any future site-facing use. Monet is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.9 avg copies). Observed leader coverage is strongest in OP10-001. Stor...","[""usage_meta"", ""gameplay_role""]","{""approval_note"": """", ""approval_state"": ""pending_review"", ""candidate_profile"": ""high_value_review_heavy"", ""candidate_risk_factors"": [""Source agreement is only single_source."", ""No explicit approval decision is stored yet."", ""Guardrails still require a review step."", ""Current staging eligibility is still not satisfied.""], ""candidate_score"": 100.0, ""candidate_score_band"": ""elite"", ""candidate_score_reasons"": [""The dossier is strong enough for human review before future surfacing."", ""4 stored source references support the dossier."", ""A strict dossier-backed insight is available."", ""Stored insight quality is evidenced-tier.""], ""card_code"": ""OP10-016"", ""card_name"": ""Monet"", ""confidence"": 0.837, ""confidence_level"": ""medium"", ""coverage_gap_summary"": ""thin source support: meta=0.78, candidate=100.0, sources=4, objectives=usage_meta_fill,source_depth_fill,stale_refresh"", ""coverage_value_band"": ""high_value"", ""coverage_value_score"": 100.0, ""decision_source"": ""leader_staple_expansion"", ""deck_usage_summary"": ""Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.9 avg copies)."", ""dossier_gap_class"": ""thin_source_support"", ""dossier_gap_tags"": [""thin_source_support"", ""partial_but_promising"", ""ready_for_revalidation""], ""explicit_approval_required"": true, ""guardrail_label"": ""Review required"", ""insight_text"": ""Monet is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.9 avg copies). Observed leader coverage is strongest in OP10-001. Stored meta relevance score is 0.779 across 1 tracked leader."", ""last_verified_age_days"": 0.29, ""last_verified_at"": ""2026-03-19 20:07:36"", ""legality_note"": """", ""legality_sensitive"": false, ""meta_relevance_score"": 0.779, ""objective_tags"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh"", ""leader_profile_expand""], ""price_trend_note"": """", ""price_value"": null, ""primary_objective"": ""usage_meta_fill"", ""priority_context"": {""priority_bucket"": ""critical"", ""priority_factors"": {""agreement_level"": ""single_source"", ""available_sections"": [""identity"", ""text_effects"", ""usage_meta""], ""base_priority"": 320, ""candidate_sections"": [""usage_meta""], ""canonical_confidence"": 0.93, ""gap_class"": ""thin_source_support"", ""is_leader"": false, ""leader_count"": 1, ""leader_significance"": true, ""legality_sensitive"": false, ""max_avg_copies"": 3.938, ""max_usage_percent"": 0.8421, ""missing_sections"": [], ""primary_role"": ""core"", ""priority_objectives"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh""], ""publication_proximity"": true, ""reason"": ""source_depth_followup"", ""source_count"": 0, ""stale_promising"": true, ""thin_source_support"": true, ""total_decks"": 16}, ""priority_objectives"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh""], ""priority_summary"": ""source_depth_followup: usage=1 leaders/16 decks, confidence=0.93, gap=thin_source_support, leader-significant, thin-source-support"", ""selection_reasons"": [""gap=thin_source_support"", ""leader-significant"", ""thin-source-support"", ""near-review-publish"", ""stale-but-promising""]}, ""priority_score"": 546.636, ""projection_sections"": [""identity"", ""text_effects"", ""usage_meta"", ""provenance""], ""promotion_rationale"": ""The dossier supports candidate preparation, but no approval for future promotion is stored yet."", ""promotion_state"": ""candidate_only"", ""publication_payload"": {""approval_state"": ""pending_review"", ""card_id"": ""OP10-016"", ""confidence_indicators"": {""agreement_level"": ""single_source"", ""confidence_level"": ""medium"", ""last_verified_at"": ""2026-03-19 20:07:36"", ""score"": 0.837, ""source_count"": 4}, ""flags"": {""confidence_level"": ""medium"", ""legality_sensitive"": false, ""review_required"": true}, ""insight_summary"": ""Monet is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.9 avg copies). Observed leader coverage is strongest in OP10-001. Stored meta relevance score is 0.779 across 1 tracked leader."", ""name"": ""Monet"", ""promotion_state"": ""candidate_only"", ""publish_status"": ""publish_requires_review"", ""score"": 100.0, ""score_band"": ""elite"", ""source_attribution"": {""agreement_level"": ""single_source"", ""source_count"": 4, ""source_summary"": ""{'total_sources': 4, 'agreement_level': 'single_source', 'source_count': 1, 'sections': {'identity': 3, 'rulings': 0, 'legality': 0, 'usage': 1, 'market': 0}}""}, ""supporting_sections"": [""usage_meta"", ""gameplay_role""]}, ""publish_gate_decision"": ""review_required"", ""publish_reasons"": [""The candidate is meaningful, but the final publish gate still requires explicit review."", ""Candidate score is elite at 100.0."", ""Confidence clears the publish gate at 0.84."", ""4 stored sources support the payload contract.""], ""publish_risks"": [""Source agreement remains single_source."", ""Source agreement is only single_source."", ""No explicit approval decision is stored yet."", ""Guardrails still require a review step."", ""Current staging eligibility is still not satisfied.""], ""publish_status"": ""publish_requires_review"", ""queue_status"": ""pending"", ""queue_worthy"": true, ""rarity"": ""SR"", ""rationale"": ""The dossier is meaningful, but Miru should keep a human review step before any future site-facing use."", ""readiness_state"": ""ready_for_review"", ""recommended_next_step"": ""Human review should confirm the dossier-backed claim set before any publish-oriented step."", ""revalidation_priority_bucket"": ""high"", ""revalidation_priority_score"": 146.0, ""revalidation_reason"": ""Source support is still thin, so this should stay bounded until better corroboration arrives."", ""revalidation_status"": ""recheck_later"", ""review_reason"": ""guarded_publish_review"", ""review_required"": true, ""risk_level"": ""medium"", ""rulings_summary"": """", ""set_code"": ""OP10"", ""set_name"": ""Royal Blood"", ""signals"": [""Monet is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.9 avg copies). Observed leader coverage is strongest in OP10-001. Stor..."", ""Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.9 avg copies).""], ""source_agreement"": {""agree_count"": 0, ""agreement_level"": ""single_source"", ""card_code"": ""OP10-016"", ""checked_fields"": [""card_name"", ""set_code"", ""set_name"", ""rarity"", ""color"", ""card_type"", ""cost"", ""power"", ""counter"", ""attribute"", ""traits"", ""life"", ""effect_text"", ""trigger_text""], ""conflict_count"": 0, ""source_count"": 0}, ""source_count"": 4, ""source_summary"": ""{'total_sources': 4, 'agreement_level': 'single_source', 'source_count': 1, 'sections': {'identity': 3, 'rulings': 0, 'legality': 0, 'usage': 1, 'market': 0}}"", ""source_updated_at"": ""2026-03-20 03:07:53"", ""stage_batch_id"": """", ""stage_decision"": ""blocked"", ""stage_decision_source"": """", ""stage_guardrail_label"": ""Blocked"", ""stage_note"": """", ""stage_rationale"": ""This candidate still needs an explicit approval decision before Miru stages it."", ""stage_state"": ""blocked_from_staging"", ""stage_updated_at"": """", ""stageable"": false, ""stored_gap_class"": ""thin_source_support"", ""stored_publish_status"": ""publish_requires_review"", ""stored_readiness_state"": ""ready_for_review"", ""stored_revalidation_status"": ""recheck_later"", ""strong_sections"": [""usage_meta"", ""gameplay_role""], ""summary_text"": ""Monet needs review before Miru treats it as publish-ready. The dossier is meaningful, but Miru should keep a human review step before any future site-facing use. Monet is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.9 avg copies). Observed leader coverage is strongest in OP10-001. Stor..."", ""sync_reason"": ""source_depth_followup"", ""used_sections"": [""gameplay_role"", ""top_leaders"", ""usage_meta""]}",resolved,Marked resolved.,2026-03-19T02:14:16Z,2026-03-25T23:01:57Z,2026-03-25T23:01:57Z,rejected,blocked_from_promotion,pending_review,dev_review_queue_reject,2026-03-25T23:01:57Z
2,publication:OP10-017,publication_readiness,card,OP10-017,ready_for_review,guarded_publish_review,Review required,0.837,medium,Human review should confirm the dossier-backed claim set before any publish-oriented step.,"Rock needs review before Miru treats it as publish-ready. The dossier is meaningful, but Miru should keep a human review step before any future site-facing use. Rock is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.8 avg copies). Observed leader coverage is strongest in OP10-001. Store...","[""usage_meta"", ""gameplay_role""]","{""approval_note"": """", ""approval_state"": ""pending_review"", ""candidate_profile"": ""high_value_review_heavy"", ""candidate_risk_factors"": [""Source agreement is only single_source."", ""No explicit approval decision is stored yet."", ""Guardrails still require a review step."", ""Current staging eligibility is still not satisfied.""], ""candidate_score"": 100.0, ""candidate_score_band"": ""elite"", ""candidate_score_reasons"": [""The dossier is strong enough for human review before future surfacing."", ""4 stored source references support the dossier."", ""A strict dossier-backed insight is available."", ""Stored insight quality is evidenced-tier.""], ""card_code"": ""OP10-017"", ""card_name"": ""Rock"", ""confidence"": 0.837, ""confidence_level"": ""medium"", ""coverage_gap_summary"": ""thin source support: meta=0.78, candidate=100.0, sources=4, objectives=usage_meta_fill,source_depth_fill,stale_refresh"", ""coverage_value_band"": ""high_value"", ""coverage_value_score"": 100.0, ""decision_source"": ""leader_staple_expansion"", ""deck_usage_summary"": ""Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.8 avg copies)."", ""dossier_gap_class"": ""thin_source_support"", ""dossier_gap_tags"": [""thin_source_support"", ""partial_but_promising"", ""ready_for_revalidation""], ""explicit_approval_required"": true, ""guardrail_label"": ""Review required"", ""insight_text"": ""Rock is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.8 avg copies). Observed leader coverage is strongest in OP10-001. Stored meta relevance score is 0.779 across 1 tracked leader."", ""last_verified_age_days"": 0.29, ""last_verified_at"": ""2026-03-19 20:07:36"", ""legality_note"": """", ""legality_sensitive"": false, ""meta_relevance_score"": 0.779, ""objective_tags"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh"", ""leader_profile_expand""], ""price_trend_note"": """", ""price_value"": null, ""primary_objective"": ""usage_meta_fill"", ""priority_context"": {""priority_bucket"": ""critical"", ""priority_factors"": {""agreement_level"": ""single_source"", ""available_sections"": [""identity"", ""text_effects"", ""usage_meta""], ""base_priority"": 320, ""candidate_sections"": [""usage_meta""], ""canonical_confidence"": 0.93, ""gap_class"": ""thin_source_support"", ""is_leader"": false, ""leader_count"": 1, ""leader_significance"": true, ""legality_sensitive"": false, ""max_avg_copies"": 3.75, ""max_usage_percent"": 0.8421, ""missing_sections"": [], ""primary_role"": ""core"", ""priority_objectives"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh""], ""publication_proximity"": true, ""reason"": ""source_depth_followup"", ""source_count"": 0, ""stale_promising"": true, ""thin_source_support"": true, ""total_decks"": 16}, ""priority_objectives"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh""], ""priority_summary"": ""source_depth_followup: usage=1 leaders/16 decks, confidence=0.93, gap=thin_source_support, leader-significant, thin-source-support"", ""selection_reasons"": [""gap=thin_source_support"", ""leader-significant"", ""thin-source-support"", ""near-review-publish"", ""stale-but-promising""]}, ""priority_score"": 546.074, ""projection_sections"": [""identity"", ""text_effects"", ""usage_meta"", ""provenance""], ""promotion_rationale"": ""The dossier supports candidate preparation, but no approval for future promotion is stored yet."", ""promotion_state"": ""candidate_only"", ""publication_payload"": {""approval_state"": ""pending_review"", ""card_id"": ""OP10-017"", ""confidence_indicators"": {""agreement_level"": ""single_source"", ""confidence_level"": ""medium"", ""last_verified_at"": ""2026-03-19 20:07:36"", ""score"": 0.837, ""source_count"": 4}, ""flags"": {""confidence_level"": ""medium"", ""legality_sensitive"": false, ""review_required"": true}, ""insight_summary"": ""Rock is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.8 avg copies). Observed leader coverage is strongest in OP10-001. Stored meta relevance score is 0.779 across 1 tracked leader."", ""name"": ""Rock"", ""promotion_state"": ""candidate_only"", ""publish_status"": ""publish_requires_review"", ""score"": 100.0, ""score_band"": ""elite"", ""source_attribution"": {""agreement_level"": ""single_source"", ""source_count"": 4, ""source_summary"": ""{'total_sources': 4, 'agreement_level': 'single_source', 'source_count': 1, 'sections': {'identity': 3, 'rulings': 0, 'legality': 0, 'usage': 1, 'market': 0}}""}, ""supporting_sections"": [""usage_meta"", ""gameplay_role""]}, ""publish_gate_decision"": ""review_required"", ""publish_reasons"": [""The candidate is meaningful, but the final publish gate still requires explicit review."", ""Candidate score is elite at 100.0."", ""Confidence clears the publish gate at 0.84."", ""4 stored sources support the payload contract.""], ""publish_risks"": [""Source agreement remains single_source."", ""Source agreement is only single_source."", ""No explicit approval decision is stored yet."", ""Guardrails still require a review step."", ""Current staging eligibility is still not satisfied.""], ""publish_status"": ""publish_requires_review"", ""queue_status"": ""pending"", ""queue_worthy"": true, ""rarity"": ""C"", ""rationale"": ""The dossier is meaningful, but Miru should keep a human review step before any future site-facing use."", ""readiness_state"": ""ready_for_review"", ""recommended_next_step"": ""Human review should confirm the dossier-backed claim set before any publish-oriented step."", ""revalidation_priority_bucket"": ""high"", ""revalidation_priority_score"": 146.0, ""revalidation_reason"": ""Source support is still thin, so this should stay bounded until better corroboration arrives."", ""revalidation_status"": ""recheck_later"", ""review_reason"": ""guarded_publish_review"", ""review_required"": true, ""risk_level"": ""medium"", ""rulings_summary"": """", ""set_code"": ""OP10"", ""set_name"": ""Royal Blood"", ""signals"": [""Rock is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.8 avg copies). Observed leader coverage is strongest in OP10-001. Store..."", ""Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.8 avg copies).""], ""source_agreement"": {""agree_count"": 0, ""agreement_level"": ""single_source"", ""card_code"": ""OP10-017"", ""checked_fields"": [""card_name"", ""set_code"", ""set_name"", ""rarity"", ""color"", ""card_type"", ""cost"", ""power"", ""counter"", ""attribute"", ""traits"", ""life"", ""effect_text"", ""trigger_text""], ""conflict_count"": 0, ""source_count"": 0}, ""source_count"": 4, ""source_summary"": ""{'total_sources': 4, 'agreement_level': 'single_source', 'source_count': 1, 'sections': {'identity': 3, 'rulings': 0, 'legality': 0, 'usage': 1, 'market': 0}}"", ""source_updated_at"": ""2026-03-20 03:07:54"", ""stage_batch_id"": """", ""stage_decision"": ""blocked"", ""stage_decision_source"": """", ""stage_guardrail_label"": ""Blocked"", ""stage_note"": """", ""stage_rationale"": ""This candidate still needs an explicit approval decision before Miru stages it."", ""stage_state"": ""blocked_from_staging"", ""stage_updated_at"": """", ""stageable"": false, ""stored_gap_class"": ""thin_source_support"", ""stored_publish_status"": ""publish_requires_review"", ""stored_readiness_state"": ""ready_for_review"", ""stored_revalidation_status"": ""recheck_later"", ""strong_sections"": [""usage_meta"", ""gameplay_role""], ""summary_text"": ""Rock needs review before Miru treats it as publish-ready. The dossier is meaningful, but Miru should keep a human review step before any future site-facing use. Rock is tracked as a core piece. Relevant in current meta: core in 1 leader across 16 tracked deck slots. Strongest observed coverage: OP10-001 (core, 84% inclusion, 16 tracked decks, 3.8 avg copies). Observed leader coverage is strongest in OP10-001. Store..."", ""sync_reason"": ""source_depth_followup"", ""used_sections"": [""gameplay_role"", ""top_leaders"", ""usage_meta""]}",resolved,Marked resolved.,2026-03-19T02:14:16Z,2026-03-25T23:03:41Z,2026-03-25T23:03:41Z,rejected,blocked_from_promotion,pending_review,dev_review_queue_reject,2026-03-25T23:03:41Z
3,publication:OP01-008,publication_readiness,card,OP01-008,ready_for_review,guarded_publish_review,Review required,0.827,medium,Human review should confirm the dossier-backed claim set before any publish-oriented step.,"Cavendish needs review before Miru treats it as publish-ready. The dossier is meaningful, but Miru should keep a human review step before any future site-facing use. Cavendish is tracked as a core piece. Relevant in current meta: core in 1 leader across 9 tracked deck slots. Strongest observed coverage: OP01-001 (core, 82% inclusion, 9 tracked decks, 2.1 avg copies). Observed leader coverage is strongest in OP01-001. St...","[""usage_meta"", ""gameplay_role""]","{""approval_note"": """", ""approval_state"": ""pending_review"", ""candidate_profile"": ""high_value_review_heavy"", ""candidate_risk_factors"": [""Source agreement is only single_source."", ""No explicit approval decision is stored yet."", ""Guardrails still require a review step."", ""Current staging eligibility is still not satisfied.""], ""candidate_score"": 100.0, ""candidate_score_band"": ""elite"", ""candidate_score_reasons"": [""The dossier is strong enough for human review before future surfacing."", ""4 stored source references support the dossier."", ""A strict dossier-backed insight is available."", ""Stored insight quality is evidenced-tier.""], ""card_code"": ""OP01-008"", ""card_name"": ""Cavendish"", ""confidence"": 0.827, ""confidence_level"": ""medium"", ""coverage_gap_summary"": ""thin source support: meta=0.73, candidate=100.0, sources=4, objectives=usage_meta_fill,source_depth_fill,stale_refresh"", ""coverage_value_band"": ""high_value"", ""coverage_value_score"": 100.0, ""decision_source"": ""leader_staple_expansion"", ""deck_usage_summary"": ""Relevant in current meta: core in 1 leader across 9 tracked deck slots. Strongest observed coverage: OP01-001 (core, 82% inclusion, 9 tracked decks, 2.1 avg copies)."", ""dossier_gap_class"": ""thin_source_support"", ""dossier_gap_tags"": [""thin_source_support"", ""partial_but_promising"", ""ready_for_revalidation""], ""explicit_approval_required"": true, ""guardrail_label"": ""Review required"", ""insight_text"": ""Cavendish is tracked as a core piece. Relevant in current meta: core in 1 leader across 9 tracked deck slots. Strongest observed coverage: OP01-001 (core, 82% inclusion, 9 tracked decks, 2.1 avg copies). Observed leader coverage is strongest in OP01-001. Stored meta relevance score is 0.733 across 1 tracked leader."", ""last_verified_age_days"": 0.29, ""last_verified_at"": ""2026-03-19 20:09:41"", ""legality_note"": """", ""legality_sensitive"": false, ""meta_relevance_score"": 0.733, ""objective_tags"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh"", ""leader_profile_expand""], ""price_trend_note"": """", ""price_value"": null, ""primary_objective"": ""usage_meta_fill"", ""priority_context"": {""priority_bucket"": ""critical"", ""priority_factors"": {""agreement_level"": ""single_source"", ""available_sections"": [""identity"", ""text_effects"", ""usage_meta""], ""base_priority"": 320, ""candidate_sections"": [""usage_meta""], ""canonical_confidence"": 0.93, ""gap_class"": ""thin_source_support"", ""is_leader"": false, ""leader_count"": 1, ""leader_significance"": true, ""legality_sensitive"": false, ""max_avg_copies"": 2.111, ""max_usage_percent"": 0.8182, ""missing_sections"": [], ""primary_role"": ""core"", ""priority_objectives"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh""], ""publication_proximity"": true, ""reason"": ""source_depth_followup"", ""source_count"": 0, ""stale_promising"": true, ""thin_source_support"": true, ""total_decks"": 9}, ""priority_objectives"": [""usage_meta_fill"", ""source_depth_fill"", ""stale_refresh""], ""priority_summary"": ""source_depth_followup: usage=1 leaders/9 decks, confidence=0.93, gap=thin_source_support, leader-significant, thin-source-support"", ""selection_reasons"": [""gap=thin_source_support"", ""leader-significant"", ""thin-source-support"", ""near-review-publish"", ""stale-but-promising""]}, ""priority_score"": 527.72, ""projection_sections"": [""identity"", ""text_effects"", ""usage_meta"", ""provenance""], ""promotion_rationale"": ""The dossier supports candidate preparation, but no approval for future promotion is stored yet."", ""promotion_state"": ""candidate_only"", ""publication_payload"": {""approval_state"": ""pending_review"", ""card_id"": ""OP01-008"", ""confidence_indicators"": {""agreement_level"": ""single_source"", ""confidence_level"": ""medium"", ""last_verified_at"": ""2026-03-19 20:09:41"", ""score"": 0.827, ""source_count"": 4}, ""flags"": {""confidence_level"": ""medium"", ""legality_sensitive"": false, ""review_required"": true}, ""insight_summary"": ""Cavendish is tracked as a core piece. Relevant in current meta: core in 1 leader across 9 tracked deck slots. Strongest observed coverage: OP01-001 (core, 82% inclusion, 9 tracked decks, 2.1 avg copies). Observed leader coverage is strongest in OP01-001. Stored meta relevance score is 0.733 across 1 tracked leader."", ""name"": ""Cavendish"", ""promotion_state"": ""candidate_only"", ""publish_status"": ""publish_requires_review"", ""score"": 100.0, ""score_band"": ""elite"", ""source_attribution"": {""agreement_level"": ""single_source"", ""source_count"": 4, ""source_summary"": ""{'total_sources': 4, 'agreement_level': 'single_source', 'source_count': 1, 'sections': {'identity': 3, 'rulings': 0, 'legality': 0, 'usage': 1, 'market': 0}}""}, ""supporting_sections"": [""usage_meta"", ""gameplay_role""]}, ""publish_gate_decision"": ""review_required"", ""publish_reasons"": [""The candidate is meaningful, but the final publish gate still requires explicit review."", ""Candidate score is elite at 100.0."", ""Confidence clears the publish gate at 0.83."", ""4 stored sources support the payload contract.""], ""publish_risks"": [""Source agreement remains single_source."", ""Source agreement is only single_source."", ""No explicit approval decision is stored yet."", ""Guardrails still require a review step."", ""Current staging eligibility is still not satisfied.""], ""publish_status"": ""publish_requires_review"", ""queue_status"": ""pending"", ""queue_worthy"": true, ""rarity"": ""C"", ""rationale"": ""The dossier is meaningful, but Miru should keep a human review step before any future site-facing use."", ""readiness_state"": ""ready_for_review"", ""recommended_next_step"": ""Human review should confirm the dossier-backed claim set before any publish-oriented step."", ""revalidation_priority_bucket"": ""high"", ""revalidation_priority_score"": 146.0, ""revalidation_reason"": ""Source support is still thin, so this should stay bounded until better corroboration arrives."", ""revalidation_status"": ""recheck_later"", ""review_reason"": ""guarded_publish_review"", ""review_required"": true, ""risk_level"": ""medium"", ""rulings_summary"": """", ""set_code"": ""OP01"", ""set_name"": ""Romance Dawn"", ""signals"": [""Cavendish is tracked as a core piece. Relevant in current meta: core in 1 leader across 9 tracked deck slots. Strongest observed coverage: OP01-001 (core, 82% inclusion, 9 tracked decks, 2.1 avg copies). Observed leader coverage is strongest in OP01-001. St..."", ""Relevant in current meta: core in 1 leader across 9 tracked deck slots. Strongest observed coverage: OP01-001 (core, 82% inclusion, 9 tracked decks, 2.1 avg copies).""], ""source_agreement"": {""agree_count"": 0, ""agreement_level"": ""single_source"", ""card_code"": ""OP01-008"", ""checked_fields"": [""card_name"", ""set_code"", ""set_name"", ""rarity"", ""color"", ""card_type"", ""cost"", ""power"", ""counter"", ""attribute"", ""traits"", ""life"", ""effect_text"", ""trigger_text""], ""conflict_count"": 0, ""source_count"": 0}, ""source_count"": 4, ""source_summary"": ""{'total_sources': 4, 'agreement_level': 'single_source', 'source_count': 1, 'sections': {'identity': 3, 'rulings': 0, 'legality': 0, 'usage': 1, 'market': 0}}"", ""source_updated_at"": ""2026-03-20 03:10:06"", ""stage_batch_id"": """", ""stage_decision"": ""blocked"", ""stage_decision_source"": """", ""stage_guardrail_label"": ""Blocked"", ""stage_note"": """", ""stage_rationale"": ""This candidate still needs an explicit approval decision before Miru stages it."", ""stage_state"": ""blocked_from_staging"", ""stage_updated_at"": """", ""stageable"": false, ""stored_gap_class"": ""thin_source_support"", ""stored_publish_status"": ""publish_requires_review"", ""stored_readiness_state"": ""ready_for_review"", ""stored_revalidation_status"": ""recheck_later"", ""strong_sections"": [""usage_meta"", ""gameplay_role""], ""summary_text"": ""Cavendish needs review before Miru treats it as publish-ready. The dossier is meaningful, but Miru should keep a human review step before any future site-facing use. Cavendish is tracked as a core piece. Relevant in current meta: core in 1 leader across 9 tracked deck slots. Strongest observed coverage: OP01-001 (core, 82% inclusion, 9 tracked decks, 2.1 avg copies). Observed leader coverage is strongest in OP01-001. St..."", ""sync_reason"": ""source_depth_followup"", ""used_sections"": [""gameplay_role"", ""top_leaders"", ""usage_meta""]}",resolved,Marked resolved.,2026-03-19T02:14:16Z,2026-03-25T23:03:41Z,2026-03-25T23:03:41Z,rejected,blocked_from_promotion,pending_review,dev_review_queue_reject,2026-03-25T23:03:41Z
