card_code,printing_id,variant_key,current_local_path,candidate_paths_checked,matched_path,file_exists,reconciliation_type
OP01-050,940,base,OP01/base/thumbs/OP01-050.webp,OP01\base\OP01-050.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-050.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-050.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-050.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-050.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-050.png,YES,THUMBS_TO_BASE_FIX
OP01-051,942,base,OP01/base/thumbs/OP01-051.webp,OP01\base\OP01-051.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-051.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-051.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-051.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-051.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-051.png,YES,THUMBS_TO_BASE_FIX
OP01-052,951,base,OP01/base/thumbs/OP01-052.webp,OP01\base\OP01-052.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-052.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-052.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-052.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-052.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-052.png,YES,THUMBS_TO_BASE_FIX
OP01-053,960,base,OP01/base/thumbs/OP01-053.webp,OP01\base\OP01-053.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-053.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-053.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-053.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-053.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-053.png,YES,THUMBS_TO_BASE_FIX
OP01-054,962,base,OP01/base/thumbs/OP01-054.webp,OP01\base\OP01-054.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-054.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-054.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-054.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-054.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-054.png,YES,THUMBS_TO_BASE_FIX
OP01-055,964,base,OP01/base/thumbs/OP01-055.webp,OP01\base\OP01-055.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-055.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-055.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-055.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-055.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-055.png,YES,THUMBS_TO_BASE_FIX
OP01-056,968,base,OP01/base/thumbs/OP01-056.webp,OP01\base\OP01-056.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-056.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-056.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-056.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-056.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-056.png,YES,THUMBS_TO_BASE_FIX
OP01-057,970,base,OP01/base/thumbs/OP01-057.webp,OP01\base\OP01-057.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-057.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-057.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-057.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-057.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-057.png,YES,THUMBS_TO_BASE_FIX
OP01-058,974,base,OP01/base/thumbs/OP01-058.webp,OP01\base\OP01-058.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-058.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-058.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-058.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-058.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-058.png,YES,THUMBS_TO_BASE_FIX
OP01-059,976,base,OP01/base/thumbs/OP01-059.webp,OP01\base\OP01-059.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-059.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-059.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-059.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-059.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-059.png,YES,THUMBS_TO_BASE_FIX
OP01-060,978,base,OP01/base/thumbs/OP01-060.webp,OP01\base\OP01-060.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-060.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-060.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-060.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-060.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-060.png,YES,THUMBS_TO_BASE_FIX
OP01-061,984,base,OP01/base/thumbs/OP01-061.webp,OP01\base\OP01-061.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-061.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-061.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-061.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-061.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-061.png,YES,THUMBS_TO_BASE_FIX
OP01-062,988,base,OP01/base/thumbs/OP01-062.webp,OP01\base\OP01-062.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-062.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-062.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-062.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-062.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-062.png,YES,THUMBS_TO_BASE_FIX
OP01-063,992,base,OP01/base/thumbs/OP01-063.webp,OP01\base\OP01-063.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-063.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-063.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-063.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-063.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-063.png,YES,THUMBS_TO_BASE_FIX
OP01-064,994,base,OP01/base/thumbs/OP01-064.webp,OP01\base\OP01-064.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-064.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-064.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-064.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-064.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-064.png,YES,THUMBS_TO_BASE_FIX
OP01-065,998,base,OP01/base/thumbs/OP01-065.webp,OP01\base\OP01-065.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-065.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-065.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-065.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-065.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-065.png,YES,THUMBS_TO_BASE_FIX
OP01-066,1000,base,OP01/base/thumbs/OP01-066.webp,OP01\base\OP01-066.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-066.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-066.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-066.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-066.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-066.png,YES,THUMBS_TO_BASE_FIX
OP01-067,1002,base,OP01/base/thumbs/OP01-067.webp,OP01\base\OP01-067.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-067.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-067.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-067.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-067.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-067.png,YES,THUMBS_TO_BASE_FIX
OP01-068,1006,base,OP01/base/thumbs/OP01-068.webp,OP01\base\OP01-068.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-068.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-068.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-068.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-068.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-068.png,YES,THUMBS_TO_BASE_FIX
OP01-069,1008,base,OP01/base/thumbs/OP01-069.webp,OP01\base\OP01-069.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-069.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-069.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-069.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-069.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-069.png,YES,THUMBS_TO_BASE_FIX
OP01-070,1010,base,OP01/base/thumbs/OP01-070.webp,OP01\base\OP01-070.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-070.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-070.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-070.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-070.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-070.png,YES,THUMBS_TO_BASE_FIX
OP01-071,1019,base,OP01/base/thumbs/OP01-071.webp,OP01\base\OP01-071.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-071.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-071.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-071.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-071.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-071.png,YES,THUMBS_TO_BASE_FIX
OP01-072,1021,base,OP01/base/thumbs/OP01-072.webp,OP01\base\OP01-072.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-072.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-072.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-072.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-072.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-072.png,YES,THUMBS_TO_BASE_FIX
OP01-073,1023,base,OP01/base/thumbs/OP01-073.webp,OP01\base\OP01-073.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-073.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-073.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-073.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-073.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-073.png,YES,THUMBS_TO_BASE_FIX
OP01-074,1030,base,OP01/base/thumbs/OP01-074.webp,OP01\base\OP01-074.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-074.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-074.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-074.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-074.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-074.png,YES,THUMBS_TO_BASE_FIX
OP01-075,1032,base,OP01/base/thumbs/OP01-075.webp,OP01\base\OP01-075.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-075.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-075.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-075.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-075.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-075.png,YES,THUMBS_TO_BASE_FIX
OP01-076,1034,base,OP01/base/thumbs/OP01-076.webp,OP01\base\OP01-076.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-076.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-076.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-076.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-076.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-076.png,YES,THUMBS_TO_BASE_FIX
OP01-077,1036,base,OP01/base/thumbs/OP01-077.webp,OP01\base\OP01-077.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-077.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-077.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-077.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-077.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-077.png,YES,THUMBS_TO_BASE_FIX
OP01-078,1042,base,OP01/base/thumbs/OP01-078.webp,OP01\base\OP01-078.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-078.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-078.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-078.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-078.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-078.png,YES,THUMBS_TO_BASE_FIX
OP01-079,1051,base,OP01/base/thumbs/OP01-079.webp,OP01\base\OP01-079.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-079.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-079.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-079.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-079.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-079.png,YES,THUMBS_TO_BASE_FIX
OP01-080,1054,base,OP01/base/thumbs/OP01-080.webp,OP01\base\OP01-080.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-080.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-080.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-080.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-080.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-080.png,YES,THUMBS_TO_BASE_FIX
OP01-081,1056,base,OP01/base/thumbs/OP01-081.webp,OP01\base\OP01-081.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-081.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-081.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-081.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-081.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-081.png,YES,THUMBS_TO_BASE_FIX
OP01-082,1058,base,OP01/base/thumbs/OP01-082.webp,OP01\base\OP01-082.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-082.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-082.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-082.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-082.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-082.png,YES,THUMBS_TO_BASE_FIX
OP01-083,1060,base,OP01/base/thumbs/OP01-083.webp,OP01\base\OP01-083.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-083.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-083.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-083.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-083.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-083.png,YES,THUMBS_TO_BASE_FIX
OP01-084,1062,base,OP01/base/thumbs/OP01-084.webp,OP01\base\OP01-084.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-084.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-084.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-084.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-084.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-084.png,YES,THUMBS_TO_BASE_FIX
OP01-085,1064,base,OP01/base/thumbs/OP01-085.webp,OP01\base\OP01-085.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-085.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-085.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-085.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-085.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-085.png,YES,THUMBS_TO_BASE_FIX
OP01-086,1066,base,OP01/base/thumbs/OP01-086.webp,OP01\base\OP01-086.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-086.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-086.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-086.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-086.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-086.png,YES,THUMBS_TO_BASE_FIX
OP01-087,1069,base,OP01/base/thumbs/OP01-087.webp,OP01\base\OP01-087.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-087.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-087.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-087.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-087.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-087.png,YES,THUMBS_TO_BASE_FIX
OP01-088,1071,base,OP01/base/thumbs/OP01-088.webp,OP01\base\OP01-088.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-088.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-088.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-088.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-088.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-088.png,YES,THUMBS_TO_BASE_FIX
OP01-089,1073,base,OP01/base/thumbs/OP01-089.webp,OP01\base\OP01-089.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-089.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-089.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-089.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-089.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-089.png,YES,THUMBS_TO_BASE_FIX
OP01-090,1075,base,OP01/base/thumbs/OP01-090.webp,OP01\base\OP01-090.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-090.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-090.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-090.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-090.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-090.png,YES,THUMBS_TO_BASE_FIX
OP01-091,1077,base,OP01/base/thumbs/OP01-091.webp,OP01\base\OP01-091.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-091.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-091.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-091.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-091.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-091.png,YES,THUMBS_TO_BASE_FIX
OP01-092,1081,base,OP01/base/thumbs/OP01-092.webp,OP01\base\OP01-092.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-092.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-092.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-092.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-092.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-092.png,YES,THUMBS_TO_BASE_FIX
OP01-093,1083,base,OP01/base/thumbs/OP01-093.webp,OP01\base\OP01-093.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-093.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-093.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-093.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-093.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-093.png,YES,THUMBS_TO_BASE_FIX
OP01-094,1088,base,OP01/base/thumbs/OP01-094.webp,OP01\base\OP01-094.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-094.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-094.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-094.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-094.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-094.png,YES,THUMBS_TO_BASE_FIX
OP01-095,1093,base,OP01/base/thumbs/OP01-095.webp,OP01\base\OP01-095.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-095.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-095.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-095.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-095.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-095.png,YES,THUMBS_TO_BASE_FIX
OP01-096,1095,base,OP01/base/thumbs/OP01-096.webp,OP01\base\OP01-096.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-096.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-096.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-096.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-096.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-096.png,YES,THUMBS_TO_BASE_FIX
OP01-097,1099,base,OP01/base/thumbs/OP01-097.webp,OP01\base\OP01-097.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-097.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-097.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-097.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-097.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-097.png,YES,THUMBS_TO_BASE_FIX
OP01-098,1102,base,OP01/base/thumbs/OP01-098.webp,OP01\base\OP01-098.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-098.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-098.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-098.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-098.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-098.png,YES,THUMBS_TO_BASE_FIX
OP01-099,1104,base,OP01/base/thumbs/OP01-099.webp,OP01\base\OP01-099.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-099.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-099.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-099.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-099.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-099.png,YES,THUMBS_TO_BASE_FIX
OP01-100,1106,base,OP01/base/thumbs/OP01-100.webp,OP01\base\OP01-100.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-100.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-100.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-100.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-100.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-100.png,YES,THUMBS_TO_BASE_FIX
OP01-101,1108,base,OP01/base/thumbs/OP01-101.webp,OP01\base\OP01-101.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-101.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-101.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-101.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-101.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-101.png,YES,THUMBS_TO_BASE_FIX
OP01-102,1112,base,OP01/base/thumbs/OP01-102.webp,OP01\base\OP01-102.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-102.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-102.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-102.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-102.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-102.png,YES,THUMBS_TO_BASE_FIX
