card_variant_id,card_code,card_display_name,pm_variant_family,card_variant_source,card_variant_key,card_variant_label,proposed_market_product_pk,proposed_market_product_id,proposed_product_title,market_variant_label,market_rarity,market_subtype_support,distinct_price_subtype_names,usable_price_rows_found,latest_price_captured_at,variant_support_signals_found,variant_title_base_like,subtype_base_like_only,verdict,verdict_reason,operator_recommendation
6151,OP15-002,Lucy,alt,local-catalog,alt,Alt,5456,685338,Lucy,,L,,normal,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6153,OP15-003,Alvida,alt,local-catalog,alt,Alt,5458,685340,Alvida,,R,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6158,OP15-007,Gin,alt,local-catalog,alt,Alt,5463,685345,Gin,,SR,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6179,OP15-025,Kuro,alt,local-catalog,alt,Alt,5484,685366,Kuro,,R,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6203,OP15-046,Sabo,alt,local-catalog,alt,Alt,5508,685390,Sabo,,SR,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6223,OP15-061,Ohm,alt,local-catalog,alt,Alt,5528,685410,Ohm,,R,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6240,OP15-077,Lightning Dragon,alt,local-catalog,alt,Alt,5545,685427,Lightning Dragon,,R,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6242,OP15-078,Mamaragan,alt,local-catalog,alt,Alt,5547,685429,Mamaragan,,SR,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6284,OP15-114,Wyper,alt,local-catalog,alt,Alt,5589,685471,Wyper,,SR,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
6287,OP15-116,Gum-Gum Golden Rifle,alt,local-catalog,alt,Alt,5592,685474,Gum-Gum Golden Rifle,,R,,foil,1,2026-04-02 03:06:21,,1,1,BASE_SHELL_ONLY,Product has usable prices but no alt/parallel subtype/label evidence; appears base-shell only.,REJECT_CURRENT_CANDIDATE
