card_id,card_image_id,set_name,set_id,card_name,rarity,inferred_treatment,inferred_treatment_confidence,card_image_url,local_canonical_code_match,local_variant_match_id,local_image_asset_exists,gap_status,raw_json_path
OP01-022,OP01-022,Romance Dawn,OP-01,Brook,UC,base,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-022.jpg,yes,821,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-022.json
OP01-023,OP01-023,Romance Dawn,OP-01,Marco,C,base,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-023.jpg,yes,825,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-023.json
OP01-024,OP01-024,Romance Dawn,OP-01,Monkey.D.Luffy (024),SR,base,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-024.jpg,yes,827,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-024.json
OP01-024,OP01-024_p1,Romance Dawn,OP-01,Monkey.D.Luffy (024) (Parallel),SR,parallel,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-024_p1.jpg,yes,830,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-024.json
OP01-024,OP01-024_p3,Premium Booster -The Best-,PRB-01,Monkey.D.Luffy (OP01-024) (Alternate Art),SR,parallel,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-024_p3.jpg,yes,831,no,LOCAL_HAS_NO_IMAGE_ASSET,data/api_exploration/optcg_api_op01/OP01-024.json
OP01-024,OP01-024_r1,Premium Booster -The Best-,PRB-01,Monkey.D.Luffy,SR,reprint,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-024_r1.png,yes,833,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-024.json
OP01-025,OP01-025,Romance Dawn,OP-01,Roronoa Zoro (025),SR,base,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-025.jpg,yes,834,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-025.json
OP01-025,OP01-025_p1,Romance Dawn,OP-01,Roronoa Zoro (025) (Parallel),SR,parallel,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-025_p1.jpg,yes,840,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-025.json
OP01-026,OP01-026,Romance Dawn,OP-01,Gum-Gum Fire-Fist Pistol Red Hawk,R,base,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-026.jpg,yes,844,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-026.json
OP01-027,OP01-027,Romance Dawn,OP-01,Round Table,C,base,HIGH,https://optcgapi.com/media/static/Card_Images/OP01-027.jpg,yes,846,yes,MATCHED,data/api_exploration/optcg_api_op01/OP01-027.json
