card_variant_id,card_code,card_display_name,variant_family,variant_key,card_variant_source,tcgplayer_product_id,proposed_market_product_pk,proposed_market_product_id,proposed_market_product_title,proposed_market_set_code,proposed_market_number,proposed_market_variant_label,current_usable_market_price_exists,latest_market_price_snapshot,evidence_reason,evidence_fields,variant_family_mismatch_warning,duplicate_name_warning,approval_recommendation,operator_checklist
6151,OP15-002,Lucy,alt,alt,local-catalog,,5456,685338,Lucy,OP15,OP15-002,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=1.31; mid=1.65; low=0.4; high=3.49; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6153,OP15-003,Alvida,alt,alt,local-catalog,,5458,685340,Alvida,OP15,OP15-003,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=0.29; mid=0.34; low=0.24; high=4.99; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6158,OP15-007,Gin,alt,alt,local-catalog,,5463,685345,Gin,OP15,OP15-007,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=0.51; mid=0.96; low=0.48; high=3.0; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6179,OP15-025,Kuro,alt,alt,local-catalog,,5484,685366,Kuro,OP15,OP15-025,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=0.31; mid=0.35; low=0.24; high=7.99; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6203,OP15-046,Sabo,alt,alt,local-catalog,,5508,685390,Sabo,OP15,OP15-046,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=7.02; mid=8.0; low=6.96; high=18.0; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6223,OP15-061,Ohm,alt,alt,local-catalog,,5528,685410,Ohm,OP15,OP15-061,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=0.33; mid=0.68; low=0.25; high=9.99; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6240,OP15-077,Lightning Dragon,alt,alt,local-catalog,,5545,685427,Lightning Dragon,OP15,OP15-077,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=1.16; mid=1.58; low=0.77; high=9.99; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6242,OP15-078,Mamaragan,alt,alt,local-catalog,,5547,685429,Mamaragan,OP15,OP15-078,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=8.37; mid=9.0; low=7.11; high=14.24; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6284,OP15-114,Wyper,alt,alt,local-catalog,,5589,685471,Wyper,OP15,OP15-114,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=2.9; mid=3.17; low=2.77; high=7.9; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
6287,OP15-116,Gum-Gum Golden Rifle,alt,alt,local-catalog,,5592,685474,Gum-Gum Golden Rifle,OP15,OP15-116,,1,captured_at=2026-04-02 03:06:21; currency=USD; market=0.42; mid=0.74; low=0.18; high=8.99; direct_low=None; listed_median=None,R2:set_code+clean_name,card_set_code;cards.card_name;market_set_code;clean_product_name,alt family but product title/label lacks alt/parallel token,,REVIEW_CLOSELY,Confirm same card identity and intended variant treatment in TCG listing before approval.
